Hour,Region,Load_MW,AvailableRenewable_MW,ElectricityPrice,SellPrice,CarbonIntensity,GridPurchase_MW,GridSell_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,Curtailment_MW,Discharge_MW,SOC_MWh,NetGridImport_MW
888,RegionB,445.446000449955,540.19,466.5,0.0,0.6418,0.0,0.0,445.446000449955,0.0,-0.0,94.74399955004503,0.0,60.3,0.0
889,RegionB,510.5565,587.87,466.41,0.0,0.6432,0.0,0.0,510.5565,0.0,-0.0,77.31349999999998,0.0,60.3,0.0
890,RegionB,526.311000449955,650.0,466.32,0.0,0.6414,0.0,0.0,526.311000449955,0.0,-0.0,123.68899955004497,0.0,60.3,0.0
891,RegionB,531.359999550045,722.35,466.21,0.0,0.6366,0.0,0.0,531.359999550045,0.0,-0.0,190.990000449955,0.0,60.3,0.0
892,RegionB,531.359999550045,800.0,466.09,0.0,0.629,0.0,0.0,531.359999550045,0.0,-0.0,268.640000449955,0.0,60.3,0.0
893,RegionB,531.36,877.65,465.97,0.0,0.6191,0.0,0.0,531.36,0.0,-0.0,346.28999999999996,0.0,60.3,0.0
894,RegionB,531.3600004499551,950.0,465.83,0.0,0.6077,0.0,0.0,531.3600004499551,0.0,0.0,418.6399995500449,0.0,60.3,0.0
895,RegionB,531.36,1012.13,716.45,0.0,0.5954,0.0,0.0,531.36,0.0,0.0,480.77,0.0,60.3,0.0
896,RegionB,531.360000449955,1059.81,716.22,0.0,0.5831,0.0,0.0,531.360000449955,0.0,0.0,528.4499995500449,0.0,60.3,0.0
897,RegionB,531.36,1089.78,715.97,0.0,0.5715,0.0,0.0,531.36,0.0,0.0,558.42,0.0,60.3,0.0
898,RegionB,531.36,1100.0,715.72,0.0,0.5616,0.0,0.0,531.36,0.0,0.0,568.64,0.0,60.3,0.0
899,RegionB,529.7264995500451,1089.78,715.45,0.0,0.5538,0.0,0.0,529.7264995500451,0.0,0.0,560.0535004499549,0.0,60.3,0.0
900,RegionB,465.7635,1059.81,715.17,0.0,0.5488,0.0,0.0,465.7635,0.0,0.0,594.0464999999999,0.0,60.3,0.0
901,RegionB,432.7695,1012.13,714.88,0.0,0.5468,0.0,0.0,432.7695,0.0,0.0,579.3605,0.0,60.3,0.0
902,RegionB,428.16330000000005,950.0,714.57,0.0,0.5479,0.0,0.0,428.16330000000005,0.0,0.0,521.8367,0.0,60.3,0.0
903,RegionB,373.62599955004504,877.65,714.26,0.0,0.5521,0.0,0.0,373.62599955004504,0.0,0.0,504.02400044995494,0.0,60.3,0.0
904,RegionB,335.812500449955,800.0,713.94,0.0,0.559,0.0,0.0,335.812500449955,0.0,0.0,464.187499550045,0.0,60.3,0.0
905,RegionB,338.16150000000005,722.35,1034.72,0.0,0.5681,0.0,0.0,338.16150000000005,0.0,0.0,384.1885,0.0,60.3,0.0
906,RegionB,316.85849955004505,650.0,1034.23,0.0,0.5788,0.0,0.0,316.85849955004505,0.0,0.0,333.14150044995495,0.0,60.3,0.0
907,RegionB,321.988500449955,587.87,1033.71,0.0,0.5903,0.0,0.0,321.988500449955,0.0,-0.0,265.881499550045,0.0,60.3,0.0
908,RegionB,333.855,540.19,1033.19,0.0,0.6018,0.0,0.0,333.855,0.0,-0.0,206.33500000000004,0.0,60.3,0.0
909,RegionB,394.847999550045,510.22,1032.66,0.0,0.6125,0.0,0.0,394.847999550045,0.0,-0.0,115.37200044995501,0.0,60.3,0.0
910,RegionB,404.81100000000004,500.0,640.62,0.0,0.6215,0.0,0.0,404.81100000000004,0.0,-0.0,95.18899999999996,0.0,60.3,0.0
911,RegionB,423.0495,510.22,640.27,0.0,0.6283,0.0,0.0,423.0495,0.0,-0.0,87.1705,0.0,60.3,0.0
912,RegionB,461.24099955004505,540.19,462.16,0.0,0.6324,0.0,0.0,461.24099955004505,0.0,-0.0,78.94900044995501,0.0,60.3,0.0
913,RegionB,501.417000449955,587.87,461.91,0.0,0.6334,0.0,0.0,501.417000449955,0.0,-0.0,86.45299955004498,0.0,60.3,0.0
914,RegionB,531.359999550045,650.0,461.64,0.0,0.6312,0.0,0.0,531.359999550045,0.0,-0.0,118.64000044995498,0.0,60.3,0.0
915,RegionB,531.359999550045,722.35,461.38,0.0,0.6259,0.0,0.0,531.359999550045,0.0,-0.0,190.990000449955,0.0,60.3,0.0
916,RegionB,531.36,800.0,461.11,0.0,0.6179,0.0,0.0,531.36,0.0,-0.0,268.64,0.0,60.3,0.0
917,RegionB,531.360000449955,877.65,460.84,0.0,0.6077,0.0,0.0,531.360000449955,0.0,-0.0,346.28999955004497,0.0,60.3,0.0
918,RegionB,531.359999550045,950.0,460.56,0.0,0.5959,0.0,0.0,531.359999550045,0.0,0.0,418.640000449955,0.0,60.3,0.0
919,RegionB,531.359999550045,1012.13,708.13,0.0,0.5832,0.0,0.0,531.359999550045,0.0,0.0,480.770000449955,0.0,60.3,0.0
920,RegionB,531.359999550045,1059.81,707.7,0.0,0.5706,0.0,0.0,531.359999550045,0.0,0.0,528.4500004499549,0.0,60.3,0.0
921,RegionB,531.36,1089.78,707.27,0.0,0.5587,0.0,0.0,531.36,0.0,0.0,558.42,0.0,60.3,0.0
922,RegionB,531.359999550045,1100.0,706.84,0.0,0.5485,0.0,0.0,531.359999550045,0.0,0.0,568.640000449955,0.0,60.3,0.0
923,RegionB,531.360000449955,1089.78,706.41,0.0,0.5405,0.0,0.0,531.360000449955,0.0,0.0,558.419999550045,0.0,60.3,0.0
924,RegionB,481.34250000000003,1059.81,705.97,0.0,0.5352,0.0,0.0,481.34250000000003,0.0,0.0,578.4675,0.0,60.3,0.0
925,RegionB,460.54710000000006,1012.13,705.54,0.0,0.5329,0.0,0.0,460.54710000000006,0.0,0.0,551.5828999999999,0.0,60.3,0.0
926,RegionB,426.45285000000007,950.0,705.1,0.0,0.5339,0.0,0.0,426.45285000000007,0.0,0.0,523.5471499999999,0.0,60.3,0.0
927,RegionB,367.3566,877.65,704.67,0.0,0.5379,0.0,0.0,367.3566,0.0,0.0,510.29339999999996,0.0,60.3,0.0
928,RegionB,335.37509955004504,800.0,704.24,0.0,0.5446,0.0,0.0,335.37509955004504,0.0,0.0,464.62490044995496,0.0,60.3,0.0
929,RegionB,342.14400044995506,722.35,1020.52,0.0,0.5536,0.0,0.0,342.14400044995506,0.0,0.0,380.20599955004496,0.0,60.3,0.0
930,RegionB,325.768500449955,650.0,1019.9,0.0,0.5641,0.0,0.0,325.768500449955,0.0,0.0,324.231499550045,0.0,60.3,0.0
931,RegionB,320.82749955004505,587.87,1019.29,0.0,0.5755,0.0,0.0,320.82749955004505,0.0,0.0,267.04250044995496,0.0,60.3,0.0
932,RegionB,320.32800000000003,540.19,1018.68,0.0,0.5869,0.0,0.0,320.32800000000003,0.0,-0.0,219.86200000000002,0.0,60.3,0.0
933,RegionB,429.016499550045,510.22,1018.08,0.0,0.5975,0.0,0.0,429.016499550045,0.0,-0.0,81.20350044995502,0.0,60.3,0.0
934,RegionB,389.3265,500.0,631.54,0.0,0.6065,0.0,0.0,389.3265,0.0,-0.0,110.67349999999999,0.0,60.3,0.0
935,RegionB,448.8075,510.22,631.17,0.0,0.6132,0.0,0.0,448.8075,0.0,-0.0,61.41250000000002,0.0,60.3,0.0
936,RegionB,457.488,540.19,455.59,0.0,0.6173,0.0,0.0,457.488,0.0,-0.0,82.70200000000006,0.0,60.3,0.0
937,RegionB,531.3600004499551,587.87,455.33,0.0,0.6183,0.0,0.0,531.3600004499551,0.0,-0.0,56.50999955004488,0.0,60.3,0.0
938,RegionB,518.980500449955,650.0,455.08,0.0,0.6161,0.0,0.0,518.980500449955,0.0,-0.0,131.019499550045,0.0,60.3,0.0
939,RegionB,531.36,722.35,454.83,0.0,0.6109,0.0,0.0,531.36,0.0,-0.0,190.99,0.0,60.3,0.0
940,RegionB,531.359999550045,800.0,454.59,0.0,0.603,0.0,0.0,531.359999550045,0.0,-0.0,268.640000449955,0.0,60.3,0.0
941,RegionB,531.36,877.65,454.35,0.0,0.5929,0.0,0.0,531.36,0.0,-0.0,346.28999999999996,0.0,60.3,0.0
942,RegionB,531.360000449955,950.0,454.12,0.0,0.5812,0.0,0.0,531.360000449955,0.0,0.0,418.639999550045,0.0,60.3,0.0
943,RegionB,531.36,1012.13,698.3,0.0,0.5687,0.0,0.0,531.36,0.0,0.0,480.77,0.0,60.3,0.0
944,RegionB,531.36,1059.81,697.96,0.0,0.5562,0.0,0.0,531.36,0.0,0.0,528.4499999999999,0.0,60.3,0.0
945,RegionB,531.360000449955,1089.78,697.63,0.0,0.5445,0.0,0.0,531.360000449955,0.0,0.0,558.419999550045,0.0,60.3,0.0
946,RegionB,531.360000449955,1100.0,697.31,0.0,0.5344,0.0,0.0,531.360000449955,0.0,0.0,568.639999550045,0.0,60.3,0.0
947,RegionB,510.70500000000004,1089.78,697.01,0.0,0.5266,0.0,0.0,510.70500000000004,0.0,0.0,579.0749999999999,0.0,60.3,0.0
948,RegionB,475.57935000000003,1059.81,696.71,0.0,0.5216,0.0,0.0,475.57935000000003,0.0,0.0,584.23065,0.0,60.3,0.0
949,RegionB,441.54450044995497,1012.13,696.42,0.0,0.5196,0.0,0.0,441.54450044995497,0.0,0.0,570.585499550045,0.0,60.3,0.0
950,RegionB,399.08700044995504,950.0,696.15,0.0,0.5208,0.0,0.0,399.08700044995504,0.0,0.0,550.912999550045,0.0,60.3,0.0
951,RegionB,385.87725,877.65,695.89,0.0,0.5251,0.0,0.0,385.87725,0.0,0.0,491.77275,0.0,60.3,0.0
952,RegionB,328.34700000000004,800.0,695.64,0.0,0.5321,0.0,0.0,328.34700000000004,0.0,0.0,471.65299999999996,0.0,60.3,0.0
953,RegionB,298.2825,722.35,1008.33,0.0,0.5414,0.0,0.0,298.2825,0.0,0.0,424.0675,0.0,60.3,0.0
954,RegionB,303.99300044995505,650.0,1008.0,0.0,0.5523,0.0,0.0,303.99300044995505,0.0,0.0,346.00699955004495,0.0,60.3,0.0
955,RegionB,322.25849999999997,587.87,1007.7,0.0,0.5641,0.0,0.0,322.25849999999997,0.0,-0.0,265.61150000000004,0.0,60.3,0.0
956,RegionB,360.072000449955,540.19,1007.41,0.0,0.5758,0.0,0.0,360.072000449955,0.0,-0.0,180.11799955004506,0.0,60.3,0.0
957,RegionB,361.584,510.22,1007.14,0.0,0.5868,0.0,0.0,361.584,0.0,-0.0,148.63600000000002,0.0,60.3,0.0
958,RegionB,396.6435,500.0,624.97,0.0,0.5962,0.0,0.0,396.6435,0.0,-0.0,103.35649999999998,0.0,60.3,0.0
959,RegionB,432.32400000000007,510.22,624.82,0.0,0.6034,0.0,0.0,432.32400000000007,0.0,-0.0,77.89599999999996,0.0,60.3,0.0
960,RegionB,490.360499550045,540.19,451.17,0.0,0.6079,0.0,0.0,490.360499550045,0.0,-0.0,49.82950044995505,0.0,60.3,0.0
961,RegionB,479.628,587.87,451.08,0.0,0.6093,0.0,0.0,479.628,0.0,-0.0,108.24200000000002,0.0,60.3,0.0
962,RegionB,531.359999550045,650.0,451.01,0.0,0.6076,0.0,0.0,531.359999550045,0.0,-0.0,118.64000044995498,0.0,60.3,0.0
963,RegionB,531.36,722.35,450.94,0.0,0.6029,0.0,0.0,531.36,0.0,-0.0,190.99,0.0,60.3,0.0
964,RegionB,531.359999550045,800.0,450.88,0.0,0.5955,0.0,0.0,531.359999550045,0.0,-0.0,268.640000449955,0.0,60.3,0.0
965,RegionB,531.360000449955,877.65,450.84,0.0,0.5858,0.0,0.0,531.360000449955,0.0,-0.0,346.28999955004497,0.0,60.3,0.0
966,RegionB,531.359999550045,950.0,450.8,0.0,0.5746,0.0,0.0,531.359999550045,0.0,0.0,418.640000449955,0.0,60.3,0.0
967,RegionB,531.3600004499551,1012.13,693.49,0.0,0.5626,0.0,0.0,531.3600004499551,0.0,0.0,480.7699995500449,0.0,60.3,0.0
968,RegionB,531.359999550045,1059.81,693.46,0.0,0.5506,0.0,0.0,531.359999550045,0.0,0.0,528.4500004499549,0.0,60.3,0.0
969,RegionB,531.360000449955,1089.78,693.45,0.0,0.5395,0.0,0.0,531.360000449955,0.0,0.0,558.419999550045,0.0,60.3,0.0
970,RegionB,505.68299955004505,1100.0,693.44,0.0,0.53,0.0,0.0,505.68299955004505,0.0,0.0,594.317000449955,0.0,60.3,0.0
971,RegionB,524.1105,1089.78,693.46,0.0,0.5227,0.0,0.0,524.1105,0.0,0.0,565.6695,0.0,60.3,0.0
972,RegionB,481.38300000000004,1059.81,693.48,0.0,0.5182,0.0,0.0,481.38300000000004,0.0,0.0,578.4269999999999,0.0,60.3,0.0
973,RegionB,446.86485044995504,1012.13,693.52,0.0,0.5168,0.0,0.0,446.86485044995504,0.0,0.0,565.265149550045,0.0,60.3,0.0
974,RegionB,437.422949550045,950.0,693.58,0.0,0.5186,0.0,0.0,437.422949550045,0.0,0.0,512.577050449955,0.0,60.3,0.0
975,RegionB,384.334199550045,877.65,693.65,0.0,0.5234,0.0,0.0,384.334199550045,0.0,0.0,493.31580044995496,0.0,60.3,0.0
976,RegionB,334.96200000000005,800.0,693.73,0.0,0.531,0.0,0.0,334.96200000000005,0.0,0.0,465.03799999999995,0.0,60.3,0.0
977,RegionB,344.614500449955,722.35,1006.05,0.0,0.5409,0.0,0.0,344.614500449955,0.0,0.0,377.735499550045,0.0,60.3,0.0
978,RegionB,275.413500449955,650.0,1006.2,0.0,0.5523,0.0,0.0,275.413500449955,0.0,0.0,374.586499550045,0.0,60.3,0.0
979,RegionB,331.533000449955,587.87,1006.38,0.0,0.5646,0.0,0.0,331.533000449955,0.0,-0.0,256.336999550045,0.0,60.3,0.0
980,RegionB,314.21249955004504,540.19,1006.58,0.0,0.5769,0.0,0.0,314.21249955004504,0.0,-0.0,225.97750044995502,0.0,60.3,0.0
981,RegionB,362.691000449955,510.22,1006.79,0.0,0.5885,0.0,0.0,362.691000449955,0.0,-0.0,147.528999550045,0.0,60.3,0.0
982,RegionB,389.58299955004503,500.0,625.05,0.0,0.5984,0.0,0.0,389.58299955004503,0.0,-0.0,110.41700044995497,0.0,60.3,0.0
983,RegionB,383.15699955004504,510.22,625.2,0.0,0.6062,0.0,0.0,383.15699955004504,0.0,-0.0,127.06300044995498,0.0,60.3,0.0
984,RegionB,511.33950044995504,540.19,451.65,0.0,0.6112,0.0,0.0,511.33950044995504,0.0,-0.0,28.850499550045015,0.0,60.3,0.0
985,RegionB,516.915,587.87,451.78,0.0,0.6132,0.0,0.0,516.915,0.0,-0.0,70.95500000000004,0.0,60.3,0.0
986,RegionB,531.36,650.0,451.91,0.0,0.6121,0.0,0.0,531.36,0.0,-0.0,118.63999999999999,0.0,60.3,0.0
987,RegionB,531.36,722.35,452.05,0.0,0.6079,0.0,0.0,531.36,0.0,-0.0,190.99,0.0,60.3,0.0
988,RegionB,531.36,800.0,452.2,0.0,0.601,0.0,0.0,531.36,0.0,-0.0,268.64,0.0,60.3,0.0
989,RegionB,531.359999550045,877.65,452.35,0.0,0.5919,0.0,0.0,531.359999550045,0.0,-0.0,346.29000044995496,0.0,60.3,0.0
990,RegionB,531.360000449955,950.0,452.51,0.0,0.5812,0.0,0.0,531.360000449955,0.0,0.0,418.639999550045,0.0,60.3,0.0
991,RegionB,531.359999550045,1012.13,696.42,0.0,0.5697,0.0,0.0,531.359999550045,0.0,0.0,480.770000449955,0.0,60.3,0.0
992,RegionB,531.359999550045,1059.81,696.68,0.0,0.5582,0.0,0.0,531.359999550045,0.0,0.0,528.4500004499549,0.0,60.3,0.0
993,RegionB,531.360000449955,1089.78,696.95,0.0,0.5475,0.0,0.0,531.360000449955,0.0,0.0,558.419999550045,0.0,60.3,0.0
994,RegionB,531.359999550045,1100.0,697.23,0.0,0.5385,0.0,0.0,531.359999550045,0.0,0.0,568.640000449955,0.0,60.3,0.0
995,RegionB,517.725,1089.78,697.51,0.0,0.5317,0.0,0.0,517.725,0.0,0.0,572.055,0.0,60.3,0.0
996,RegionB,471.298499550045,1059.81,697.8,0.0,0.5276,0.0,0.0,471.298499550045,0.0,0.0,588.511500449955,0.0,60.3,0.0
997,RegionB,447.407550449955,1012.13,698.1,0.0,0.5266,0.0,0.0,447.407550449955,0.0,0.0,564.722449550045,0.0,60.3,0.0
998,RegionB,428.40900000000005,950.0,698.4,0.0,0.5288,0.0,0.0,428.40900000000005,0.0,0.0,521.5909999999999,0.0,60.3,0.0
999,RegionB,369.94185044995504,877.65,698.71,0.0,0.5341,0.0,0.0,369.94185044995504,0.0,0.0,507.70814955004494,0.0,60.3,0.0
1000,RegionB,333.207000449955,800.0,699.02,0.0,0.5421,0.0,0.0,333.207000449955,0.0,0.0,466.792999550045,0.0,60.3,0.0
1001,RegionB,330.84450000000004,722.35,1014.05,0.0,0.5523,0.0,0.0,330.84450000000004,0.0,0.0,391.5055,0.0,60.3,0.0
1002,RegionB,308.785499550045,650.0,1014.51,0.0,0.5641,0.0,0.0,308.785499550045,0.0,0.0,341.214500449955,0.0,60.3,0.0
1003,RegionB,312.821999550045,587.87,1014.98,0.0,0.5768,0.0,0.0,312.821999550045,0.0,0.0,275.048000449955,0.0,60.3,0.0
1004,RegionB,335.259000449955,540.19,1015.45,0.0,0.5894,0.0,0.0,335.259000449955,0.0,-0.0,204.93099955004504,0.0,60.3,0.0
1005,RegionB,373.0184995500451,510.22,1015.93,0.0,0.6013,0.0,0.0,373.0184995500451,0.0,-0.0,137.20150044995495,0.0,60.3,0.0
1006,RegionB,432.72900044995504,500.0,630.87,0.0,0.6115,0.0,0.0,432.72900044995504,0.0,-0.0,67.27099955004496,0.0,60.3,0.0
1007,RegionB,449.42850044995504,510.22,631.17,0.0,0.6195,0.0,0.0,449.42850044995504,0.0,-0.0,60.79149955004499,0.0,60.3,0.0
1008,RegionB,475.362,540.19,456.06,0.0,0.6248,0.0,0.0,475.362,0.0,-0.0,64.82800000000003,0.0,60.3,0.0
1009,RegionB,510.24600044995503,587.87,456.28,0.0,0.6271,0.0,0.0,510.24600044995503,0.0,-0.0,77.62399955004497,0.0,60.3,0.0
1010,RegionB,526.5674995500451,650.0,456.49,0.0,0.6261,0.0,0.0,526.5674995500451,0.0,-0.0,123.43250044995489,0.0,60.3,0.0
1011,RegionB,531.36,722.35,456.71,0.0,0.6221,0.0,0.0,531.36,0.0,-0.0,190.99,0.0,60.3,0.0
1012,RegionB,531.359999550045,800.0,456.92,0.0,0.6154,0.0,0.0,531.359999550045,0.0,-0.0,268.640000449955,0.0,60.3,0.0
1013,RegionB,531.359999550045,877.65,457.13,0.0,0.6064,0.0,0.0,531.359999550045,0.0,-0.0,346.29000044995496,0.0,60.3,0.0
1014,RegionB,531.36,950.0,457.34,0.0,0.5959,0.0,0.0,531.36,0.0,0.0,418.64,0.0,60.3,0.0
1015,RegionB,531.36,1012.13,703.92,0.0,0.5845,0.0,0.0,531.36,0.0,0.0,480.77,0.0,60.3,0.0
1016,RegionB,531.360000449955,1059.81,704.24,0.0,0.5731,0.0,0.0,531.360000449955,0.0,0.0,528.4499995500449,0.0,60.3,0.0
1017,RegionB,531.36,1089.78,704.55,0.0,0.5625,0.0,0.0,531.36,0.0,0.0,558.42,0.0,60.3,0.0
1018,RegionB,531.359999550045,1100.0,704.86,0.0,0.5535,0.0,0.0,531.359999550045,0.0,0.0,568.640000449955,0.0,60.3,0.0
1019,RegionB,521.181,1089.78,705.16,0.0,0.5468,0.0,0.0,521.181,0.0,0.0,568.5989999999999,0.0,60.3,0.0
1020,RegionB,480.7755,1059.81,705.45,0.0,0.5427,0.0,0.0,480.7755,0.0,0.0,579.0345,0.0,60.3,0.0
1021,RegionB,449.1315,1012.13,705.74,0.0,0.5417,0.0,0.0,449.1315,0.0,0.0,562.9984999999999,0.0,60.3,0.0
1022,RegionB,415.77299999999997,950.0,706.03,0.0,0.5439,0.0,0.0,415.77299999999997,0.0,0.0,534.2270000000001,0.0,60.3,0.0
1023,RegionB,387.396000449955,877.65,706.3,0.0,0.5491,0.0,0.0,387.396000449955,0.0,0.0,490.25399955004497,0.0,60.3,0.0
1024,RegionB,329.979150449955,800.0,706.57,0.0,0.557,0.0,0.0,329.979150449955,0.0,0.0,470.020849550045,0.0,60.3,0.0
1025,RegionB,282.528000449955,722.35,1024.9,0.0,0.5671,0.0,0.0,282.528000449955,0.0,0.0,439.821999550045,0.0,60.3,0.0
1026,RegionB,304.45199955004506,650.0,1025.26,0.0,0.5788,0.0,0.0,304.45199955004506,0.0,0.0,345.54800044995494,0.0,60.3,0.0
1027,RegionB,350.162999550045,587.87,1025.61,0.0,0.5913,0.0,0.0,350.162999550045,0.0,-0.0,237.707000449955,0.0,60.3,0.0
1028,RegionB,322.164,540.19,1025.95,0.0,0.6038,0.0,0.0,322.164,0.0,-0.0,218.02600000000007,0.0,60.3,0.0
1029,RegionB,346.085999550045,510.22,1026.27,0.0,0.6155,0.0,0.0,346.085999550045,0.0,-0.0,164.134000449955,0.0,60.3,0.0
1030,RegionB,369.15749955004503,500.0,637.19,0.0,0.6256,0.0,0.0,369.15749955004503,0.0,-0.0,130.84250044995497,0.0,60.3,0.0
1031,RegionB,431.027999550045,510.22,637.37,0.0,0.6334,0.0,0.0,431.027999550045,0.0,-0.0,79.192000449955,0.0,60.3,0.0
1032,RegionB,498.1769995500451,540.19,460.44,0.0,0.6384,0.0,0.0,498.1769995500451,0.0,-0.0,42.01300044995497,0.0,60.3,0.0
1033,RegionB,531.36,587.87,460.56,0.0,0.6404,0.0,0.0,531.36,0.0,-0.0,56.50999999999999,0.0,60.3,0.0
1034,RegionB,531.359999550045,650.0,460.67,0.0,0.6392,0.0,0.0,531.359999550045,0.0,-0.0,118.64000044995498,0.0,60.3,0.0
1035,RegionB,531.359999550045,722.35,460.77,0.0,0.6349,0.0,0.0,531.359999550045,0.0,-0.0,190.990000449955,0.0,60.3,0.0
1036,RegionB,531.360000449955,800.0,460.86,0.0,0.6279,0.0,0.0,531.360000449955,0.0,-0.0,268.639999550045,0.0,60.3,0.0
1037,RegionB,531.359999550045,877.65,460.95,0.0,0.6186,0.0,0.0,531.359999550045,0.0,-0.0,346.29000044995496,0.0,60.3,0.0
1038,RegionB,531.36,950.0,461.02,0.0,0.6077,0.0,0.0,531.36,0.0,0.0,418.64,0.0,60.3,0.0
1039,RegionB,531.36,1012.13,709.37,0.0,0.5959,0.0,0.0,531.36,0.0,0.0,480.77,0.0,60.3,0.0
1040,RegionB,531.36,1059.81,709.46,0.0,0.5842,0.0,0.0,531.36,0.0,0.0,528.4499999999999,0.0,60.3,0.0
1041,RegionB,531.359999550045,1089.78,709.53,0.0,0.5732,0.0,0.0,531.359999550045,0.0,0.0,558.420000449955,0.0,60.3,0.0
1042,RegionB,531.36,1100.0,709.6,0.0,0.5638,0.0,0.0,531.36,0.0,0.0,568.64,0.0,60.3,0.0
1043,RegionB,499.5135,1089.78,709.65,0.0,0.5566,0.0,0.0,499.5135,0.0,0.0,590.2665,0.0,60.3,0.0
1044,RegionB,466.6815000000001,1059.81,709.68,0.0,0.5521,0.0,0.0,466.6815000000001,0.0,0.0,593.1284999999998,0.0,60.3,0.0
1045,RegionB,457.33545044995503,1012.13,709.7,0.0,0.5507,0.0,0.0,457.33545044995503,0.0,0.0,554.794549550045,0.0,60.3,0.0
1046,RegionB,425.15955044995496,950.0,709.71,0.0,0.5524,0.0,0.0,425.15955044995496,0.0,0.0,524.840449550045,0.0,60.3,0.0
1047,RegionB,397.09845,877.65,709.7,0.0,0.5571,0.0,0.0,397.09845,0.0,0.0,480.55154999999996,0.0,60.3,0.0
1048,RegionB,321.448499550045,800.0,709.68,0.0,0.5645,0.0,0.0,321.448499550045,0.0,0.0,478.551500449955,0.0,60.3,0.0
1049,RegionB,299.052,722.35,1028.98,0.0,0.5742,0.0,0.0,299.052,0.0,0.0,423.298,0.0,60.3,0.0
1050,RegionB,274.211999550045,650.0,1028.91,0.0,0.5854,0.0,0.0,274.211999550045,0.0,0.0,375.788000449955,0.0,60.3,0.0
1051,RegionB,302.629499550045,587.87,1028.81,0.0,0.5974,0.0,0.0,302.629499550045,0.0,0.0,285.240500449955,0.0,60.3,0.0
1052,RegionB,325.67399955004504,540.19,1028.7,0.0,0.6094,0.0,0.0,325.67399955004504,0.0,-0.0,214.51600044995502,0.0,60.3,0.0
1053,RegionB,333.27449955004505,510.22,1028.56,0.0,0.6205,0.0,0.0,333.27449955004505,0.0,-0.0,176.94550044995498,0.0,60.3,0.0
1054,RegionB,394.02450000000005,500.0,638.32,0.0,0.63,0.0,0.0,394.02450000000005,0.0,-0.0,105.97549999999995,0.0,60.3,0.0
1055,RegionB,429.7995,510.22,638.21,0.0,0.6373,0.0,0.0,429.7995,0.0,-0.0,80.4205,0.0,60.3,0.0
1056,RegionB,482.54400044995504,540.19,460.84,0.0,0.6418,0.0,0.0,482.54400044995504,0.0,-0.0,57.64599955004502,0.0,60.3,0.0
1057,RegionB,531.3600004499551,587.87,460.74,0.0,0.6432,0.0,0.0,531.3600004499551,0.0,-0.0,56.50999955004488,0.0,60.3,0.0
1058,RegionB,531.36,650.0,460.63,0.0,0.6414,0.0,0.0,531.36,0.0,-0.0,118.63999999999999,0.0,60.3,0.0
1059,RegionB,531.36,722.35,460.51,0.0,0.6366,0.0,0.0,531.36,0.0,-0.0,190.99,0.0,60.3,0.0
1060,RegionB,531.3600004499551,800.0,460.39,0.0,0.629,0.0,0.0,531.3600004499551,0.0,-0.0,268.6399995500449,0.0,60.3,0.0
1061,RegionB,531.3600004499551,877.65,460.25,0.0,0.6191,0.0,0.0,531.3600004499551,0.0,-0.0,346.28999955004485,0.0,60.3,0.0
1062,RegionB,531.359999550045,950.0,460.11,0.0,0.6077,0.0,0.0,531.359999550045,0.0,0.0,418.640000449955,0.0,60.3,0.0
1063,RegionB,531.36,1012.13,707.63,0.0,0.5954,0.0,0.0,531.36,0.0,0.0,480.77,0.0,60.3,0.0
1064,RegionB,531.359999550045,1059.81,707.38,0.0,0.5831,0.0,0.0,531.359999550045,0.0,0.0,528.4500004499549,0.0,60.3,0.0
1065,RegionB,531.360000449955,1089.78,707.12,0.0,0.5715,0.0,0.0,531.360000449955,0.0,0.0,558.419999550045,0.0,60.3,0.0
1066,RegionB,531.360000449955,1100.0,706.85,0.0,0.5616,0.0,0.0,531.360000449955,0.0,0.0,568.639999550045,0.0,60.3,0.0
1067,RegionB,504.751500449955,1089.78,706.57,0.0,0.5538,0.0,0.0,504.751500449955,0.0,0.0,585.0284995500449,0.0,60.3,0.0
1068,RegionB,460.093500449955,1059.81,706.27,0.0,0.5488,0.0,0.0,460.093500449955,0.0,0.0,599.716499550045,0.0,60.3,0.0
1069,RegionB,464.204249550045,1012.13,705.97,0.0,0.5468,0.0,0.0,464.204249550045,0.0,0.0,547.925750449955,0.0,60.3,0.0
1070,RegionB,420.04169955004505,950.0,705.65,0.0,0.5479,0.0,0.0,420.04169955004505,0.0,0.0,529.958300449955,0.0,60.3,0.0
1071,RegionB,385.071299550045,877.65,705.32,0.0,0.5521,0.0,0.0,385.071299550045,0.0,0.0,492.57870044995497,0.0,60.3,0.0
1072,RegionB,335.866500449955,800.0,704.98,0.0,0.559,0.0,0.0,335.866500449955,0.0,0.0,464.133499550045,0.0,60.3,0.0
1073,RegionB,320.571000449955,722.35,1021.72,0.0,0.5681,0.0,0.0,320.571000449955,0.0,0.0,401.778999550045,0.0,60.3,0.0
1074,RegionB,278.11350044995504,650.0,1021.2,0.0,0.5788,0.0,0.0,278.11350044995504,0.0,0.0,371.88649955004496,0.0,60.3,0.0
1075,RegionB,306.423,587.87,1020.67,0.0,0.5903,0.0,0.0,306.423,0.0,0.0,281.447,0.0,60.3,0.0
