Hour,Region,GridPurchase_MW,GridSell_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,Curtailment_MW,Discharge_MW,SOC_MWh,ElectricityPrice,SellPrice,CarbonIntensity,AvailableRenewable_MW,NetGridImport_MW
892,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,255.68000044995495,0.0,35.0,486.36,0.0,0.6724,800.0,-0.0
893,RegionA,-0.0,0.0,544.32,-0.0,0.0,333.3299999999999,0.0,35.0,486.23,0.0,0.6618,877.65,-0.0
894,RegionA,-0.0,0.0,544.3199995500449,-0.0,0.0,405.68000044995506,0.0,35.0,486.09,0.0,0.6496,950.0,-0.0
895,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,35.0,747.6,0.0,0.6364,1012.13,-0.0
896,RegionA,-0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,35.0,747.36,0.0,0.6233,1059.81,-0.0
897,RegionA,-0.0,0.0,544.3200004499549,0.0,0.0,545.459999550045,0.0,35.0,747.1,0.0,0.6109,1089.78,-0.0
898,RegionA,-0.0,0.0,544.3200004499549,0.0,0.0,555.6799995500451,0.0,35.0,746.84,0.0,0.6003,1100.0,-0.0
899,RegionA,-0.0,0.0,503.4824995500451,-0.0,0.0,586.2975004499549,0.0,35.0,746.56,0.0,0.592,1089.78,-0.0
900,RegionA,-0.0,0.0,486.054,0.0,0.0,573.756,0.0,35.0,746.26,0.0,0.5866,1059.81,-0.0
901,RegionA,-0.0,0.0,427.18050044995505,0.0,0.0,584.949499550045,0.0,35.0,745.96,0.0,0.5845,1012.13,-0.0
902,RegionA,-0.0,0.0,427.8987,0.0,0.0,522.1013,0.0,35.0,745.64,0.0,0.5857,950.0,-0.0
903,RegionA,-0.0,0.0,394.97220044995504,-0.0,0.0,482.67779955004494,0.0,35.0,745.32,0.0,0.5902,877.65,-0.0
904,RegionA,-0.0,0.0,337.84965044995505,0.0,0.0,462.15034955004495,0.0,35.0,744.98,0.0,0.5976,800.0,-0.0
905,RegionA,-0.0,0.0,308.542499550045,-0.0,0.0,413.807500449955,0.0,35.0,1079.71,0.0,0.6073,722.35,-0.0
906,RegionA,-0.0,0.0,299.07900044995506,-0.0,0.0,350.92099955004494,0.0,35.0,1079.19,0.0,0.6188,650.0,-0.0
907,RegionA,-0.0,0.0,278.019,0.0,0.0,309.851,0.0,35.0,1078.66,0.0,0.631,587.87,-0.0
908,RegionA,-0.0,0.0,318.28950000000003,0.0,0.0,221.90050000000002,0.0,35.0,1078.11,0.0,0.6433,540.19,-0.0
909,RegionA,-0.0,0.0,359.1945,0.0,0.0,151.02550000000002,0.0,35.0,1077.55,0.0,0.6547,510.22,-0.0
910,RegionA,-0.0,0.0,413.478000449955,-0.0,0.0,86.521999550045,0.0,35.0,668.47,0.0,0.6644,500.0,-0.0
911,RegionA,-0.0,0.0,372.519,-0.0,0.0,137.70100000000002,0.0,35.0,668.11,0.0,0.6716,510.22,-0.0
912,RegionA,-0.0,0.0,452.925,0.0,0.0,87.26500000000004,0.0,35.0,482.26,0.0,0.676,540.19,-0.0
913,RegionA,-0.0,0.0,527.525999550045,-0.0,0.0,60.34400044995505,0.0,35.0,481.99,0.0,0.677,587.87,-0.0
914,RegionA,-0.0,0.0,532.0215,0.0,0.0,117.97850000000005,0.0,35.0,481.71,0.0,0.6747,650.0,-0.0
915,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,178.02999955004498,0.0,35.0,481.44,0.0,0.6691,722.35,-0.0
916,RegionA,-0.0,0.0,544.3200004499549,-0.0,0.0,255.67999955004507,0.0,35.0,481.16,0.0,0.6606,800.0,-0.0
917,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,333.32999955004493,0.0,35.0,480.87,0.0,0.6496,877.65,-0.0
918,RegionA,-0.0,0.0,544.3200004499549,0.0,0.0,405.67999955004507,0.0,35.0,480.59,0.0,0.637,950.0,-0.0
919,RegionA,-0.0,0.0,544.319999550045,0.0,0.0,467.81000044995494,0.0,35.0,738.92,0.0,0.6235,1012.13,-0.0
920,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,515.4899995500449,0.0,35.0,738.47,0.0,0.6099,1059.81,-0.0
921,RegionA,-0.0,0.0,544.3199995500449,0.0,0.0,545.460000449955,0.0,35.0,738.02,0.0,0.5973,1089.78,-0.0
922,RegionA,-0.0,0.0,532.615499550045,0.0,0.0,567.384500449955,0.0,35.0,737.57,0.0,0.5863,1100.0,-0.0
923,RegionA,-0.0,0.0,528.0119995500451,-0.0,0.0,561.7680004499549,0.0,35.0,737.12,0.0,0.5777,1089.78,-0.0
924,RegionA,-0.0,0.0,470.600550449955,0.0,0.0,589.209449550045,0.0,35.0,736.67,0.0,0.5721,1059.81,-0.0
925,RegionA,-0.0,0.0,433.544399550045,-0.0,0.0,578.585600449955,0.0,35.0,736.21,0.0,0.5697,1012.13,-0.0
926,RegionA,-0.0,0.0,420.0011995500451,0.0,0.0,529.9988004499548,0.0,35.0,735.76,0.0,0.5707,950.0,-0.0
927,RegionA,-0.0,0.0,375.99119955004505,-0.0,0.0,501.6588004499549,0.0,35.0,735.31,0.0,0.575,877.65,-0.0
928,RegionA,-0.0,0.0,349.71749955004503,-0.0,0.0,450.28250044995497,0.0,35.0,734.86,0.0,0.5822,800.0,-0.0
929,RegionA,-0.0,0.0,309.582000449955,0.0,0.0,412.76799955004503,0.0,35.0,1064.89,0.0,0.5917,722.35,-0.0
930,RegionA,-0.0,0.0,293.12550044995504,-0.0,0.0,356.87449955004496,0.0,35.0,1064.25,0.0,0.603,650.0,-0.0
931,RegionA,-0.0,0.0,345.12750000000005,0.0,0.0,242.74249999999995,0.0,35.0,1063.6,0.0,0.6152,587.87,-0.0
932,RegionA,-0.0,0.0,316.11600000000004,-0.0,0.0,224.074,0.0,35.0,1062.97,0.0,0.6274,540.19,-0.0
933,RegionA,-0.0,0.0,373.51800000000003,0.0,0.0,136.702,0.0,35.0,1062.34,0.0,0.6387,510.22,-0.0
934,RegionA,-0.0,0.0,372.9509995500451,-0.0,0.0,127.04900044995492,0.0,35.0,659.0,0.0,0.6483,500.0,-0.0
935,RegionA,-0.0,0.0,400.07249955004505,-0.0,0.0,110.14750044995498,0.0,35.0,658.62,0.0,0.6555,510.22,-0.0
936,RegionA,-0.0,0.0,510.46200044995504,0.0,0.0,29.727999550045013,0.0,35.0,475.4,0.0,0.6598,540.19,-0.0
937,RegionA,-0.0,0.0,544.319999550045,0.0,0.0,43.55000044995495,0.0,35.0,475.13,0.0,0.6609,587.87,-0.0
938,RegionA,-0.0,0.0,544.3199995500449,0.0,0.0,105.68000044995506,0.0,35.0,474.86,0.0,0.6586,650.0,-0.0
939,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,178.03000044995497,0.0,35.0,474.61,0.0,0.6531,722.35,-0.0
940,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,255.68000044995495,0.0,35.0,474.35,0.0,0.6446,800.0,-0.0
941,RegionA,-0.0,0.0,544.3200004499549,-0.0,0.0,333.32999955004504,0.0,35.0,474.11,0.0,0.6338,877.65,-0.0
942,RegionA,-0.0,0.0,544.319999550045,0.0,0.0,405.68000044995495,0.0,35.0,473.86,0.0,0.6212,950.0,-0.0
943,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,35.0,728.66,0.0,0.6079,1012.13,-0.0
944,RegionA,-0.0,0.0,544.3199995500449,0.0,0.0,515.490000449955,0.0,35.0,728.31,0.0,0.5945,1059.81,-0.0
945,RegionA,-0.0,0.0,544.32,-0.0,0.0,545.4599999999999,0.0,35.0,727.96,0.0,0.582,1089.78,-0.0
946,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,555.679999550045,0.0,35.0,727.63,0.0,0.5713,1100.0,-0.0
947,RegionA,-0.0,0.0,527.769,0.0,0.0,562.011,0.0,35.0,727.31,0.0,0.5629,1089.78,-0.0
948,RegionA,-0.0,0.0,492.7635004499551,-0.0,0.0,567.0464995500449,0.0,35.0,727.0,0.0,0.5575,1059.81,-0.0
949,RegionA,-0.0,0.0,440.343000449955,0.0,0.0,571.786999550045,0.0,35.0,726.7,0.0,0.5554,1012.13,-0.0
950,RegionA,-0.0,0.0,423.67185000000006,-0.0,0.0,526.3281499999999,0.0,35.0,726.42,0.0,0.5567,950.0,-0.0
951,RegionA,-0.0,0.0,379.296,0.0,0.0,498.354,0.0,35.0,726.14,0.0,0.5613,877.65,-0.0
952,RegionA,-0.0,0.0,355.99499955004495,-0.0,0.0,444.00500044995505,0.0,35.0,725.88,0.0,0.5688,800.0,-0.0
953,RegionA,-0.0,0.0,294.18795,0.0,0.0,428.16205,0.0,35.0,1052.17,0.0,0.5788,722.35,-0.0
954,RegionA,-0.0,0.0,318.154499550045,0.0,0.0,331.845500449955,0.0,35.0,1051.83,0.0,0.5904,650.0,-0.0
955,RegionA,-0.0,0.0,314.8335,0.0,0.0,273.0365,0.0,35.0,1051.51,0.0,0.603,587.87,-0.0
956,RegionA,-0.0,0.0,291.96450000000004,-0.0,0.0,248.2255,0.0,35.0,1051.21,0.0,0.6155,540.19,-0.0
957,RegionA,-0.0,0.0,369.5625,0.0,0.0,140.65750000000003,0.0,35.0,1050.93,0.0,0.6272,510.22,-0.0
958,RegionA,-0.0,0.0,410.562,-0.0,0.0,89.43799999999999,0.0,35.0,652.14,0.0,0.6373,500.0,-0.0
959,RegionA,-0.0,0.0,421.429500449955,-0.0,0.0,88.79049955004501,0.0,35.0,651.99,0.0,0.645,510.22,-0.0
960,RegionA,-0.0,0.0,467.950499550045,-0.0,0.0,72.23950044995507,0.0,35.0,470.78,0.0,0.6498,540.19,-0.0
961,RegionA,-0.0,0.0,517.4819995500451,0.0,0.0,70.38800044995492,0.0,35.0,470.7,0.0,0.6513,587.87,-0.0
962,RegionA,-0.0,0.0,539.0550000000001,-0.0,0.0,110.94499999999994,0.0,35.0,470.62,0.0,0.6495,650.0,-0.0
963,RegionA,-0.0,0.0,544.32,-0.0,0.0,178.02999999999997,0.0,35.0,470.55,0.0,0.6445,722.35,-0.0
964,RegionA,-0.0,0.0,544.32,0.0,0.0,255.67999999999995,0.0,35.0,470.49,0.0,0.6365,800.0,-0.0
965,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,333.32999955004493,0.0,35.0,470.44,0.0,0.6262,877.65,-0.0
966,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,405.67999955004495,0.0,35.0,470.4,0.0,0.6142,950.0,-0.0
967,RegionA,-0.0,0.0,544.32,-0.0,0.0,467.80999999999995,0.0,35.0,723.64,0.0,0.6014,1012.13,-0.0
968,RegionA,-0.0,0.0,544.319999550045,0.0,0.0,515.4900004499549,0.0,35.0,723.61,0.0,0.5886,1059.81,-0.0
969,RegionA,-0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,35.0,723.6,0.0,0.5767,1089.78,-0.0
970,RegionA,-0.0,0.0,544.3199995500449,-0.0,0.0,555.6800004499551,0.0,35.0,723.59,0.0,0.5665,1100.0,-0.0
971,RegionA,-0.0,0.0,533.0205004499551,0.0,0.0,556.7594995500449,0.0,35.0,723.61,0.0,0.5588,1089.78,-0.0
972,RegionA,-0.0,0.0,469.745999550045,-0.0,0.0,590.064000449955,0.0,35.0,723.64,0.0,0.554,1059.81,-0.0
973,RegionA,-0.0,0.0,458.73945044995503,-0.0,0.0,553.390549550045,0.0,35.0,723.68,0.0,0.5524,1012.13,-0.0
974,RegionA,-0.0,0.0,404.788050449955,-0.0,0.0,545.211949550045,0.0,35.0,723.73,0.0,0.5543,950.0,-0.0
975,RegionA,-0.0,0.0,385.501950449955,-0.0,0.0,492.14804955004496,0.0,35.0,723.81,0.0,0.5595,877.65,-0.0
976,RegionA,-0.0,0.0,355.81950044995506,0.0,0.0,444.18049955004494,0.0,35.0,723.89,0.0,0.5676,800.0,-0.0
977,RegionA,-0.0,0.0,299.281499550045,0.0,0.0,423.068500449955,0.0,35.0,1049.79,0.0,0.5782,722.35,-0.0
978,RegionA,-0.0,0.0,301.549500449955,0.0,0.0,348.450499550045,0.0,35.0,1049.95,0.0,0.5904,650.0,-0.0
979,RegionA,-0.0,0.0,344.62800044995504,-0.0,0.0,243.24199955004497,0.0,35.0,1050.14,0.0,0.6036,587.87,-0.0
980,RegionA,-0.0,0.0,334.12500044995505,0.0,0.0,206.064999550045,0.0,35.0,1050.34,0.0,0.6167,540.19,-0.0
981,RegionA,-0.0,0.0,343.737000449955,-0.0,0.0,166.482999550045,0.0,35.0,1050.56,0.0,0.6291,510.22,-0.0
982,RegionA,-0.0,0.0,372.96449955004505,0.0,0.0,127.03550044995495,0.0,35.0,652.22,0.0,0.6397,500.0,-0.0
983,RegionA,-0.0,0.0,428.82750044995504,-0.0,0.0,81.39249955004499,0.0,35.0,652.38,0.0,0.648,510.22,-0.0
984,RegionA,-0.0,0.0,447.78150044995505,0.0,0.0,92.40849955004501,0.0,35.0,471.29,0.0,0.6534,540.19,-0.0
985,RegionA,-0.0,0.0,521.2619995500451,0.0,0.0,66.60800044995494,0.0,35.0,471.42,0.0,0.6555,587.87,-0.0
986,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,105.67999955004495,0.0,35.0,471.56,0.0,0.6543,650.0,-0.0
987,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,178.03000044995497,0.0,35.0,471.7,0.0,0.6498,722.35,-0.0
988,RegionA,-0.0,0.0,544.32,0.0,0.0,255.67999999999995,0.0,35.0,471.86,0.0,0.6424,800.0,-0.0
989,RegionA,-0.0,0.0,544.32,-0.0,0.0,333.3299999999999,0.0,35.0,472.02,0.0,0.6327,877.65,-0.0
990,RegionA,-0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,35.0,472.18,0.0,0.6212,950.0,-0.0
991,RegionA,-0.0,0.0,544.32,0.0,0.0,467.80999999999995,0.0,35.0,726.7,0.0,0.609,1012.13,-0.0
992,RegionA,-0.0,0.0,544.32,-0.0,0.0,515.4899999999999,0.0,35.0,726.97,0.0,0.5967,1059.81,-0.0
993,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,545.4599995500449,0.0,35.0,727.25,0.0,0.5853,1089.78,-0.0
994,RegionA,-0.0,0.0,543.428999550045,0.0,0.0,556.571000449955,0.0,35.0,727.54,0.0,0.5756,1100.0,-0.0
995,RegionA,-0.0,0.0,511.677,-0.0,0.0,578.103,0.0,35.0,727.84,0.0,0.5684,1089.78,-0.0
996,RegionA,-0.0,0.0,481.49100044995504,-0.0,0.0,578.318999550045,0.0,35.0,728.14,0.0,0.564,1059.81,-0.0
997,RegionA,-0.0,0.0,439.6004995500451,0.0,0.0,572.5295004499549,0.0,35.0,728.45,0.0,0.563,1012.13,-0.0
998,RegionA,-0.0,0.0,420.08355044995506,-0.0,0.0,529.916449550045,0.0,35.0,728.77,0.0,0.5653,950.0,-0.0
999,RegionA,-0.0,0.0,395.88885000000005,0.0,0.0,481.76114999999993,0.0,35.0,729.09,0.0,0.5709,877.65,-0.0
1000,RegionA,-0.0,0.0,352.741500449955,-0.0,0.0,447.258499550045,0.0,35.0,729.42,0.0,0.5794,800.0,-0.0
1001,RegionA,-0.0,0.0,330.790500449955,-0.0,0.0,391.559499550045,0.0,35.0,1058.13,0.0,0.5904,722.35,-0.0
1002,RegionA,-0.0,0.0,280.341000449955,-0.0,0.0,369.658999550045,0.0,35.0,1058.62,0.0,0.603,650.0,-0.0
1003,RegionA,-0.0,0.0,341.064000449955,0.0,0.0,246.805999550045,0.0,35.0,1059.11,0.0,0.6165,587.87,-0.0
1004,RegionA,-0.0,0.0,352.566000449955,0.0,0.0,187.62399955004503,0.0,35.0,1059.6,0.0,0.6301,540.19,-0.0
1005,RegionA,-0.0,0.0,366.33600000000007,0.0,0.0,143.88399999999996,0.0,35.0,1060.1,0.0,0.6427,510.22,-0.0
1006,RegionA,-0.0,0.0,390.95999955004504,-0.0,0.0,109.04000044995496,0.0,35.0,658.3,0.0,0.6537,500.0,-0.0
1007,RegionA,-0.0,0.0,436.482000449955,0.0,0.0,73.737999550045,0.0,35.0,658.61,0.0,0.6623,510.22,-0.0
1008,RegionA,-0.0,0.0,459.9045004499551,0.0,0.0,80.28549955004496,0.0,35.0,475.89,0.0,0.6679,540.19,-0.0
1009,RegionA,-0.0,0.0,501.457499550045,-0.0,0.0,86.41250044995502,0.0,35.0,476.12,0.0,0.6703,587.87,-0.0
1010,RegionA,-0.0,0.0,544.32,0.0,0.0,105.67999999999995,0.0,35.0,476.34,0.0,0.6693,650.0,-0.0
1011,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,178.02999955004498,0.0,35.0,476.56,0.0,0.665,722.35,-0.0
1012,RegionA,-0.0,0.0,544.3199995500449,-0.0,0.0,255.68000044995506,0.0,35.0,476.79,0.0,0.6578,800.0,-0.0
1013,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,333.32999955004493,0.0,35.0,477.01,0.0,0.6483,877.65,-0.0
1014,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,405.67999955004495,0.0,35.0,477.23,0.0,0.637,950.0,-0.0
1015,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,35.0,734.53,0.0,0.6248,1012.13,-0.0
1016,RegionA,-0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,35.0,734.86,0.0,0.6126,1059.81,-0.0
1017,RegionA,-0.0,0.0,544.319999550045,0.0,0.0,545.4600004499549,0.0,35.0,735.18,0.0,0.6013,1089.78,-0.0
1018,RegionA,-0.0,0.0,544.32,0.0,0.0,555.68,0.0,35.0,735.5,0.0,0.5917,1100.0,-0.0
1019,RegionA,-0.0,0.0,489.442500449955,0.0,0.0,600.337499550045,0.0,35.0,735.82,0.0,0.5845,1089.78,-0.0
1020,RegionA,-0.0,0.0,492.97950000000003,0.0,0.0,566.8304999999999,0.0,35.0,736.13,0.0,0.5802,1059.81,-0.0
1021,RegionA,-0.0,0.0,444.4038,0.0,0.0,567.7262000000001,0.0,35.0,736.43,0.0,0.5791,1012.13,-0.0
1022,RegionA,-0.0,0.0,448.51995,0.0,0.0,501.48005,0.0,35.0,736.72,0.0,0.5814,950.0,-0.0
1023,RegionA,-0.0,0.0,368.55000044995506,-0.0,0.0,509.0999995500449,0.0,35.0,737.01,0.0,0.5869,877.65,-0.0
1024,RegionA,-0.0,0.0,321.692850449955,0.0,0.0,478.307149550045,0.0,35.0,737.29,0.0,0.5954,800.0,-0.0
1025,RegionA,-0.0,0.0,286.888500449955,-0.0,0.0,435.461499550045,0.0,35.0,1069.46,0.0,0.6062,722.35,-0.0
1026,RegionA,-0.0,0.0,336.582,0.0,0.0,313.418,0.0,35.0,1069.84,0.0,0.6188,650.0,-0.0
1027,RegionA,-0.0,0.0,298.485,-0.0,0.0,289.385,0.0,35.0,1070.2,0.0,0.6321,587.87,-0.0
1028,RegionA,-0.0,0.0,337.6755,0.0,0.0,202.51450000000006,0.0,35.0,1070.55,0.0,0.6455,540.19,-0.0
1029,RegionA,-0.0,0.0,333.854999550045,0.0,0.0,176.365000449955,0.0,35.0,1070.89,0.0,0.658,510.22,-0.0
1030,RegionA,-0.0,0.0,342.886500449955,-0.0,0.0,157.113499550045,0.0,35.0,664.89,0.0,0.6687,500.0,-0.0
1031,RegionA,-0.0,0.0,387.841499550045,-0.0,0.0,122.37850044995503,0.0,35.0,665.08,0.0,0.6771,510.22,-0.0
1032,RegionA,-0.0,0.0,479.142,0.0,0.0,61.04800000000006,0.0,35.0,480.46,0.0,0.6825,540.19,-0.0
1033,RegionA,-0.0,0.0,521.045999550045,-0.0,0.0,66.82400044995495,0.0,35.0,480.58,0.0,0.6846,587.87,-0.0
1034,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,105.67999955004495,0.0,35.0,480.7,0.0,0.6833,650.0,-0.0
1035,RegionA,-0.0,0.0,544.32,-0.0,0.0,178.02999999999997,0.0,35.0,480.8,0.0,0.6787,722.35,-0.0
1036,RegionA,-0.0,0.0,544.32,-0.0,0.0,255.67999999999995,0.0,35.0,480.9,0.0,0.6712,800.0,-0.0
1037,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,333.32999955004493,0.0,35.0,480.99,0.0,0.6612,877.65,-0.0
1038,RegionA,-0.0,0.0,544.32,-0.0,0.0,405.67999999999995,0.0,35.0,481.07,0.0,0.6496,950.0,-0.0
1039,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,467.81000044995494,0.0,35.0,740.21,0.0,0.637,1012.13,-0.0
1040,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,515.4899995500449,0.0,35.0,740.3,0.0,0.6245,1059.81,-0.0
1041,RegionA,-0.0,0.0,544.32,-0.0,0.0,545.4599999999999,0.0,35.0,740.38,0.0,0.6128,1089.78,-0.0
1042,RegionA,-0.0,0.0,497.39399955004507,-0.0,0.0,602.606000449955,0.0,35.0,740.45,0.0,0.6027,1100.0,-0.0
1043,RegionA,-0.0,0.0,518.2110004499551,0.0,0.0,571.5689995500449,0.0,35.0,740.5,0.0,0.595,1089.78,-0.0
1044,RegionA,-0.0,0.0,493.236000449955,-0.0,0.0,566.573999550045,0.0,35.0,740.54,0.0,0.5902,1059.81,-0.0
1045,RegionA,-0.0,0.0,458.622000449955,-0.0,0.0,553.507999550045,0.0,35.0,740.56,0.0,0.5887,1012.13,-0.0
1046,RegionA,-0.0,0.0,424.102500449955,0.0,0.0,525.897499550045,0.0,35.0,740.57,0.0,0.5905,950.0,-0.0
1047,RegionA,-0.0,0.0,397.29419955004505,0.0,0.0,480.3558004499549,0.0,35.0,740.56,0.0,0.5955,877.65,-0.0
1048,RegionA,-0.0,0.0,351.850499550045,-0.0,0.0,448.149500449955,0.0,35.0,740.54,0.0,0.6035,800.0,-0.0
1049,RegionA,-0.0,0.0,339.417000449955,0.0,0.0,382.932999550045,0.0,35.0,1073.72,0.0,0.6138,722.35,-0.0
1050,RegionA,-0.0,0.0,323.6355,-0.0,0.0,326.3645,0.0,35.0,1073.64,0.0,0.6258,650.0,-0.0
1051,RegionA,-0.0,0.0,341.523000449955,0.0,0.0,246.34699955004498,0.0,35.0,1073.54,0.0,0.6386,587.87,-0.0
1052,RegionA,-0.0,0.0,334.40849955004506,-0.0,0.0,205.781500449955,0.0,35.0,1073.42,0.0,0.6514,540.19,-0.0
1053,RegionA,-0.0,0.0,344.331,-0.0,0.0,165.889,0.0,35.0,1073.28,0.0,0.6633,510.22,-0.0
1054,RegionA,-0.0,0.0,368.28000000000003,0.0,0.0,131.71999999999997,0.0,35.0,666.07,0.0,0.6735,500.0,-0.0
1055,RegionA,-0.0,0.0,449.57700044995505,-0.0,0.0,60.642999550044976,0.0,35.0,665.95,0.0,0.6812,510.22,-0.0
1056,RegionA,-0.0,0.0,481.0049995500451,-0.0,0.0,59.18500044995494,0.0,35.0,480.87,0.0,0.686,540.19,-0.0
1057,RegionA,-0.0,0.0,521.154000449955,-0.0,0.0,66.71599955004501,0.0,35.0,480.77,0.0,0.6876,587.87,-0.0
1058,RegionA,-0.0,0.0,528.714,-0.0,0.0,121.28599999999994,0.0,35.0,480.66,0.0,0.6857,650.0,-0.0
1059,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,178.02999955004498,0.0,35.0,480.54,0.0,0.6805,722.35,-0.0
1060,RegionA,-0.0,0.0,544.32,-0.0,0.0,255.67999999999995,0.0,35.0,480.4,0.0,0.6724,800.0,-0.0
1061,RegionA,-0.0,0.0,544.3200004499549,-0.0,0.0,333.32999955004504,0.0,35.0,480.26,0.0,0.6618,877.65,-0.0
1062,RegionA,-0.0,0.0,544.32,-0.0,0.0,405.67999999999995,0.0,35.0,480.11,0.0,0.6496,950.0,-0.0
1063,RegionA,-0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,35.0,738.39,0.0,0.6364,1012.13,-0.0
1064,RegionA,-0.0,0.0,544.3200004499549,0.0,0.0,515.489999550045,0.0,35.0,738.14,0.0,0.6233,1059.81,-0.0
1065,RegionA,-0.0,0.0,544.32,-0.0,0.0,545.4599999999999,0.0,35.0,737.87,0.0,0.6109,1089.78,-0.0
1066,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,555.680000449955,0.0,35.0,737.58,0.0,0.6003,1100.0,-0.0
1067,RegionA,-0.0,0.0,508.788,0.0,0.0,580.992,0.0,35.0,737.29,0.0,0.592,1089.78,-0.0
1068,RegionA,-0.0,0.0,493.776,-0.0,0.0,566.0339999999999,0.0,35.0,736.98,0.0,0.5866,1059.81,-0.0
1069,RegionA,-0.0,0.0,461.38950044995505,0.0,0.0,550.7404995500449,0.0,35.0,736.66,0.0,0.5845,1012.13,-0.0
1070,RegionA,-0.0,0.0,438.230249550045,-0.0,0.0,511.769750449955,0.0,35.0,736.33,0.0,0.5857,950.0,-0.0
1071,RegionA,-0.0,0.0,372.4245004499551,-0.0,0.0,505.2254995500449,0.0,35.0,735.99,0.0,0.5902,877.65,-0.0
1072,RegionA,-0.0,0.0,344.06505044995504,0.0,0.0,455.93494955004496,0.0,35.0,735.63,0.0,0.5976,800.0,-0.0
1073,RegionA,-0.0,0.0,305.761499550045,-0.0,0.0,416.588500449955,0.0,35.0,1066.14,0.0,0.6073,722.35,-0.0
1074,RegionA,-0.0,0.0,331.31700000000006,-0.0,0.0,318.68299999999994,0.0,35.0,1065.6,0.0,0.6188,650.0,-0.0
1075,RegionA,-0.0,0.0,327.563999550045,0.0,0.0,260.306000449955,0.0,35.0,1065.04,0.0,0.631,587.87,-0.0
1076,RegionA,-0.0,0.0,330.45299955004504,-0.0,0.0,209.73700044995502,0.0,35.0,1064.48,0.0,0.6433,540.19,-0.0
1077,RegionA,-0.0,0.0,367.145999550045,0.0,0.0,143.074000449955,0.0,35.0,1063.9,0.0,0.6547,510.22,-0.0
1078,RegionA,-0.0,0.0,417.5954995500451,0.0,0.0,82.40450044995492,0.0,35.0,659.98,0.0,0.6644,500.0,-0.0
1079,RegionA,-0.0,0.0,455.543999550045,-0.0,0.0,54.67600044995504,0.0,35.0,659.61,0.0,0.6716,510.22,-0.0
1080,RegionA,-0.0,0.0,500.3910000000001,-0.0,0.0,39.79899999999998,0.0,35.0,476.11,0.0,0.676,540.19,-0.0
1081,RegionA,-0.0,0.0,501.61950044995507,-0.0,0.0,86.25049955004494,0.0,35.0,475.83,0.0,0.677,587.87,-0.0
1082,RegionA,-0.0,0.0,544.320000449955,-0.0,0.0,105.67999955004495,0.0,35.0,475.54,0.0,0.6747,650.0,-0.0
1083,RegionA,-0.0,0.0,544.3199995500449,-0.0,0.0,178.03000044995508,0.0,35.0,475.26,0.0,0.6691,722.35,-0.0
1084,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,255.68000044995495,0.0,35.0,474.97,0.0,0.6606,800.0,-0.0
1085,RegionA,-0.0,0.0,544.3199995500449,0.0,0.0,333.33000044995504,0.0,35.0,474.67,0.0,0.6496,877.65,-0.0
1086,RegionA,-0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,35.0,474.38,0.0,0.637,950.0,-0.0
1087,RegionA,-0.0,0.0,544.32,-0.0,0.0,467.80999999999995,0.0,35.0,729.35,0.0,0.6235,1012.13,-0.0
1088,RegionA,-0.0,0.0,544.319999550045,-0.0,0.0,515.4900004499549,0.0,35.0,728.89,0.0,0.6099,1059.81,-0.0
1089,RegionA,-0.0,0.0,534.073499550045,0.0,0.0,555.706500449955,0.0,35.0,728.43,0.0,0.5973,1089.78,-0.0
1090,RegionA,-0.0,0.0,531.238500449955,0.0,0.0,568.761499550045,0.0,35.0,727.96,0.0,0.5863,1100.0,-0.0
