Hour,Region,GPU_Used,GPU_Utilization,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,GridPurchase_MW,Curtailment_MW,Cost_CNY,CarbonEmission_tCO2
554,RegionC,125.0,0.23148148148148148,17.68,386.521333,404.20133300000003,557.79783954,650.0,557.79783954,0.0,92.20216045999996,0.0,0.0
554,RegionD,534.4500000000037,0.3630774456521764,82.88500000000057,315.828667,398.71366700000056,510.35349376000073,650.0,510.35349376000073,0.0,139.64650623999927,0.0,0.0
554,RegionE,355.3333333333362,0.3511198945981583,51.471333333333725,362.236667,413.70800033333376,517.1350004166673,650.0,517.1350004166673,0.0,132.86499958333275,0.0,0.0
554,RegionF,432.26666666666756,0.4474810213940658,65.86266666666681,367.354667,433.21733366666683,550.1860137566669,650.0,550.1860137566669,0.0,99.81398624333315,0.0,0.0
555,RegionA,176.80000000000427,0.2806349206349274,25.756000000000704,378.221333,403.9773330000007,545.369399550001,722.35,545.369399550001,0.0,176.98060044999897,0.0,0.0
555,RegionB,75.79999999999984,0.1295726495726493,6.483999999999989,373.657333,380.141333,513.19079955,722.35,513.19079955,0.0,209.15920045000007,0.0,0.0
555,RegionC,197.1166666666736,0.3650308641975437,28.788000000001134,369.99,398.77800000000116,550.3136400000016,722.35,550.3136400000016,0.0,172.03635999999847,0.0,0.0
555,RegionD,341.13333333332673,0.23174818840579262,53.75833333333229,322.899333,376.6576663333323,482.12181290666535,722.35,482.12181290666535,0.0,240.22818709333467,0.0,0.0
555,RegionE,228.04999999999984,0.22534584980237138,33.86499999999998,415.353333,449.21833300000003,561.52291625,722.35,561.52291625,0.0,160.82708375000004,0.0,0.0
555,RegionF,325.749999999999,0.337215320910972,49.76599999999979,327.326,377.0919999999998,478.90683999999976,722.35,478.90683999999976,0.0,243.44316000000026,0.0,0.0
556,RegionA,72.43333333333248,0.11497354497354363,8.622999999999918,381.878667,390.50166699999994,527.17725045,800.0,527.17725045,0.0,272.82274955,0.0,0.0
556,RegionB,81.36666666666667,0.1390883190883191,6.929333333333336,361.629333,368.5586663333333,497.55419954999996,800.0,497.55419954999996,0.0,302.44580045000004,0.0,0.0
556,RegionC,130.33333333333292,0.24135802469135725,19.386666666666635,385.58,404.96666666666664,558.8539999999999,800.0,558.8539999999999,0.0,241.14600000000007,0.0,0.0
556,RegionD,81.44999999999891,0.055332880434781864,12.631999999999826,341.788,354.41999999999985,453.65759999999983,800.0,453.65759999999983,0.0,346.34240000000017,0.0,0.0
556,RegionE,116.10000000000741,0.1147233201581101,17.445000000001198,377.88,395.3250000000012,494.1562500000015,800.0,494.1562500000015,0.0,305.8437499999985,0.0,0.0
556,RegionF,92.46666666666624,0.09572118702553441,13.366666666666575,295.105333,308.47199966666653,391.7594395766665,800.0,391.7594395766665,0.0,408.2405604233335,0.0,0.0
557,RegionA,106.2000000000013,0.16857142857143062,15.029333333333533,381.432,396.4613333333335,535.2228000000003,877.65,535.2228000000003,0.0,342.42719999999963,0.0,0.0
557,RegionB,101.61666666666633,0.17370370370370314,11.090333333333305,365.752,376.84233333333333,508.73715000000004,877.65,508.73715000000004,0.0,368.91284999999993,0.0,0.0
557,RegionC,192.76666666666665,0.3569753086419753,30.301333333333332,373.168333,403.46966633333335,556.78813954,877.65,556.78813954,0.0,320.86186046,0.0,0.0
557,RegionD,11.083333333333144,0.007529438405796973,1.0666666666666516,373.346667,374.4133336666667,479.2490670933334,877.65,479.2490670933334,0.0,398.4009329066666,0.0,0.0
557,RegionE,3.1666666666667425,0.003129117259552117,0.2766666666666743,399.36,399.6366666666667,499.5458333333334,877.65,499.5458333333334,0.0,378.1041666666666,0.0,0.0
557,RegionF,8.933333333333167,0.009247757073843857,0.7733333333333167,323.626333,324.3996663333333,411.9875762433333,877.65,411.9875762433333,0.0,465.66242375666667,0.0,0.0
558,RegionA,157.0,0.2492063492063492,18.859999999999992,377.510667,396.370667,535.10040045,950.0,535.10040045,0.0,414.89959954999995,0.0,0.0
558,RegionB,97.78333333333342,0.1671509971509973,10.622666666666674,380.289667,390.91233366666665,527.7316504500001,950.0,527.7316504500001,0.0,422.2683495499999,0.0,0.0
558,RegionC,189.33333333333303,0.3506172839506167,30.2773333333333,372.24,402.5173333333333,555.4739199999999,950.0,555.4739199999999,0.0,394.5260800000001,0.0,0.0
558,RegionD,27.0,0.018342391304347828,2.68,396.685333,399.365333,511.18762624000004,950.0,511.18762624000004,0.0,438.81237375999996,0.0,0.0
558,RegionE,6.0,0.005928853754940711,0.56,378.924,379.484,474.35499999999996,950.0,474.35499999999996,0.0,475.64500000000004,0.0,0.0
558,RegionF,41.199999999998,0.042650103519666666,6.11199999999968,370.925333,377.0373329999997,478.8374129099996,950.0,478.8374129099996,0.0,471.1625870900004,0.0,0.0
559,RegionA,158.10000000000025,0.25095238095238137,18.94800000000001,373.238667,392.18666700000006,529.4520004500001,1012.13,529.4520004500001,0.0,482.67799954999987,0.0,0.0
559,RegionB,155.7499999999999,0.26623931623931607,19.51999999999999,378.0,397.52,536.652,1012.13,536.652,0.0,475.47799999999995,0.0,0.0
559,RegionC,215.04999999999734,0.3982407407407358,34.357333333332896,369.629333,403.9866663333329,557.5015995399993,1012.13,557.5015995399993,0.0,454.62840046000065,0.0,0.0
559,RegionD,27.0,0.018342391304347828,2.68,429.347333,432.027333,552.99498624,1012.13,552.99498624,0.0,459.13501376,0.0,0.0
559,RegionE,5.066666666666833,0.0050065876152834326,0.5006666666666842,400.377667,400.87833366666666,501.0979170833333,1012.13,501.0979170833333,0.0,511.0320829166667,0.0,0.0
559,RegionF,50.0,0.051759834368530024,6.2,354.471333,360.671333,458.05259291,1012.13,458.05259291,0.0,554.07740709,0.0,0.0
560,RegionA,157.49999999999955,0.24999999999999928,18.82799999999995,388.942,407.77,550.4895,1059.81,550.4895,0.0,509.3204999999999,0.0,0.0
560,RegionB,159.26666666666665,0.27225071225071223,19.801333333333325,378.869333,398.6706663333333,538.20539955,1059.81,538.20539955,0.0,521.6046004499999,0.0,0.0
560,RegionC,287.0,0.5314814814814814,45.26,358.642,403.902,557.3847599999999,1059.81,557.3847599999999,0.0,502.42524000000003,0.0,0.0
560,RegionD,27.0,0.018342391304347828,2.68,405.913333,408.59333300000003,522.9994662400001,1059.81,522.9994662400001,0.0,536.8105337599999,0.0,0.0
560,RegionE,30.100000000003092,0.029743083003955624,4.176000000000495,395.304667,399.4806670000005,499.3508337500006,1059.81,499.3508337500006,0.0,560.4591662499993,0.0,0.0
560,RegionF,50.0,0.051759834368530024,6.2,359.393,365.59299999999996,464.30310999999995,1059.81,464.30310999999995,0.0,595.50689,0.0,0.0
561,RegionA,160.15000000000157,0.2542063492063517,18.3233333333335,391.602,409.92533333333347,553.3992000000002,1089.78,553.3992000000002,0.0,536.3807999999998,0.0,0.0
561,RegionB,159.7333333333337,0.2730484330484337,21.438666666666688,385.783333,407.2219996666667,549.7496995500001,1089.78,549.7496995500001,0.0,540.0303004499999,0.0,0.0
561,RegionC,251.4999999999975,0.4657407407407361,38.41999999999961,355.749333,394.1693329999996,543.9536795399994,1089.78,543.9536795399994,0.0,545.8263204600006,0.0,0.0
561,RegionD,33.433333333332826,0.022712862318840236,4.705999999999949,414.490667,419.19666699999993,536.5717337599999,1089.78,536.5717337599999,0.0,553.2082662400001,0.0,0.0
561,RegionE,17.0,0.016798418972332016,1.5399999999999998,365.45,366.99,458.7375,1089.78,458.7375,0.0,631.0425,0.0,0.0
561,RegionF,45.599999999999,0.04720496894409834,5.495999999999841,339.379333,344.87533299999984,437.9916729099998,1089.78,437.9916729099998,0.0,651.7883270900002,0.0,0.0
562,RegionA,268.95000000000016,0.4269047619047622,37.48700000000001,374.548,412.035,556.2472500000001,1100.0,556.2472500000001,0.0,543.7527499999999,0.0,0.0
562,RegionB,178.68333333333283,0.30544159544159455,23.543666666666606,384.312333,407.8559996666666,550.60559955,1100.0,550.60559955,0.0,549.39440045,0.0,0.0
562,RegionC,257.16666666667277,0.47623456790124585,39.32666666666765,363.917333,403.2439996666676,556.4767195400012,1100.0,556.4767195400012,0.0,543.5232804599988,0.0,0.0
562,RegionD,64.33333333333803,0.04370471014493073,8.913333333334085,334.904,343.8173333333341,440.08618666666763,1100.0,440.08618666666763,0.0,659.9138133333324,0.0,0.0
562,RegionE,17.666666666666742,0.017457180500658837,1.5933333333333395,335.006,336.59933333333333,420.74916666666667,1100.0,420.74916666666667,0.0,679.2508333333333,0.0,0.0
562,RegionF,46.41666666666583,0.048050379572117836,7.078666666666482,371.354,378.4326666666665,480.60948666666644,1100.0,480.60948666666644,0.0,619.3905133333335,0.0,0.0
563,RegionA,292.8333333333336,0.46481481481481524,39.94666666666669,345.886667,385.8333336666667,520.8750004500001,1089.78,520.8750004500001,0.0,568.9049995499998,0.0,0.0
563,RegionB,321.2833333333283,0.5492022792022706,44.25066666666592,359.824667,404.07533366666587,545.5017004499989,1089.78,545.5017004499989,0.0,544.2782995500011,0.0,0.0
563,RegionC,265.5833333333318,0.4918209876543181,41.42433333333318,356.451667,397.8760003333332,549.0688804599997,1089.78,549.0688804599997,0.0,540.7111195400003,0.0,0.0
563,RegionD,29.13333333333412,0.019791666666667204,3.7633333333334917,264.943333,268.7066663333335,343.9445329066669,1089.78,343.9445329066669,0.0,745.8354670933331,0.0,0.0
563,RegionE,10.299999999999955,0.010177865612648176,1.0039999999999965,332.594667,333.59866700000003,416.99833375000003,1089.78,416.99833375000003,0.0,672.78166625,0.0,0.0
563,RegionF,50.0,0.051759834368530024,8.0,370.842667,378.842667,481.13018709,1089.78,481.13018709,0.0,608.64981291,0.0,0.0
564,RegionA,306.36666666666645,0.48629629629629595,41.34299999999998,332.142667,373.485667,504.20565045,1059.81,504.20565045,0.0,555.6043495499999,0.0,0.0
564,RegionB,368.76666666666733,0.6303703703703715,53.90300000000009,340.542,394.44500000000005,532.5007500000002,1059.81,532.5007500000002,0.0,527.3092499999998,0.0,0.0
564,RegionC,528.0,0.9777777777777777,84.48000000000002,314.372,398.85200000000003,550.41576,1059.81,550.41576,0.0,509.39423999999997,0.0,0.0
564,RegionD,108.0,0.07336956521739131,16.560000000000002,238.774667,255.334667,326.82837376,1059.81,326.82837376,0.0,732.98162624,0.0,0.0
564,RegionE,26.0,0.025691699604743084,2.6,305.97,308.57000000000005,385.7125000000001,1059.81,385.7125000000001,0.0,674.0974999999999,0.0,0.0
564,RegionF,51.16666666666629,0.05296756383712866,7.766666666666606,299.754,307.5206666666666,390.5512466666666,1059.81,390.5512466666666,0.0,669.2587533333333,0.0,0.0
565,RegionA,439.46666666666715,0.6975661375661384,61.828000000000046,318.234333,380.062333,513.0841495500001,1012.13,513.0841495500001,0.0,499.0458504499999,0.0,0.0
565,RegionB,455.46666666666704,0.7785754985754992,66.69733333333336,338.809333,405.5066663333333,547.4339995500001,1012.13,547.4339995500001,0.0,464.69600044999993,0.0,0.0
565,RegionC,521.8666666666618,0.9664197530864107,83.4986666666659,309.989333,393.48799966666587,543.0134395399989,1012.13,543.0134395399989,0.0,469.1165604600011,0.0,0.0
565,RegionD,106.8333333333344,0.0725769927536239,16.373333333333505,194.414,210.7873333333335,269.80778666666686,1012.13,269.80778666666686,0.0,742.3222133333331,0.0,0.0
565,RegionE,26.0,0.025691699604743084,2.6,259.383333,261.983333,327.47916625000005,1012.13,327.47916625000005,0.0,684.65083375,0.0,0.0
565,RegionF,85.33333333333337,0.08833678398895795,12.28666666666667,257.804667,270.0913336666667,343.0159937566667,1012.13,343.0159937566667,0.0,669.1140062433333,0.0,0.0
566,RegionA,524.983333333333,0.8333068783068778,76.07866666666663,270.850667,346.9293336666666,468.3546004499999,950.0,468.3546004499999,0.0,481.6453995500001,0.0,0.0
566,RegionB,561.75,0.9602564102564103,84.07999999999998,308.247,392.327,529.6414500000001,950.0,529.6414500000001,0.0,420.3585499999999,0.0,0.0
566,RegionC,492.7333333333304,0.9124691358024637,78.19733333333285,294.293,372.49033333333284,514.0366599999993,950.0,514.0366599999993,0.0,435.9633400000007,0.0,0.0
566,RegionD,129.300000000002,0.08783967391304484,19.96800000000032,156.249,176.21700000000033,225.55776000000043,950.0,225.55776000000043,0.0,724.4422399999996,0.0,0.0
566,RegionE,55.90000000000009,0.05523715415019772,7.575000000000013,265.131,272.70599999999996,340.88249999999994,950.0,340.88249999999994,0.0,609.1175000000001,0.0,0.0
566,RegionF,71.1000000000015,0.07360248447205124,10.35600000000024,258.833,269.18900000000025,341.8700300000003,950.0,341.8700300000003,0.0,608.1299699999997,0.0,0.0
567,RegionA,609.3333333333356,0.9671957671957708,87.24933333333374,244.692333,331.9416663333337,448.1212495500006,877.65,448.1212495500006,0.0,429.5287504499994,0.0,0.0
567,RegionB,553.6833333333275,0.9464672364672264,82.47599999999909,293.576667,376.0526669999991,507.6711004499988,877.65,507.6711004499988,0.0,369.9788995500012,0.0,0.0
567,RegionC,531.5000000000047,0.9842592592592679,82.68000000000075,279.268333,361.94833300000073,499.488699540001,877.65,499.488699540001,0.0,378.161300459999,0.0,0.0
567,RegionD,194.1999999999989,0.1319293478260862,28.01199999999983,100.394,128.40599999999984,164.3596799999998,877.65,164.3596799999998,0.0,713.2903200000002,0.0,0.0
567,RegionE,45.40000000000191,0.04486166007905327,5.044000000000306,245.675333,250.7193330000003,313.39916625000035,877.65,313.39916625000035,0.0,564.2508337499996,0.0,0.0
567,RegionF,114.19999999999982,0.11821946169772238,17.179999999999982,236.918,254.09799999999998,322.70446,877.65,322.70446,0.0,554.9455399999999,0.0,0.0
568,RegionA,628.6833333333371,0.997910052910059,91.0600000000006,198.507,289.5670000000006,390.9154500000008,800.0,390.9154500000008,0.0,409.0845499999992,0.0,0.0
568,RegionB,565.4166666666731,0.9665242165242275,83.30066666666764,249.5,332.80066666666767,449.2809000000014,800.0,449.2809000000014,0.0,350.7190999999986,0.0,0.0
568,RegionC,458.7666666666646,0.849567901234564,70.88799999999966,229.511,300.39899999999966,414.5506199999995,800.0,414.5506199999995,0.0,385.4493800000005,0.0,0.0
568,RegionD,405.75000000000114,0.27564538043478337,62.16000000000015,139.860667,202.02066700000017,258.5864537600002,800.0,258.5864537600002,0.0,541.4135462399997,0.0,0.0
568,RegionE,57.0,0.05632411067193676,5.7,191.234333,196.93433299999998,246.16791624999996,800.0,246.16791624999996,0.0,553.83208375,0.0,0.0
568,RegionF,110.55000000000086,0.11444099378882076,15.803000000000091,206.839667,222.64266700000007,282.7561870900001,800.0,282.7561870900001,0.0,517.2438129099999,0.0,0.0
569,RegionA,624.1833333333307,0.9907671957671915,90.27033333333293,196.224,286.4943333333329,386.76734999999945,722.35,386.76734999999945,0.0,335.58265000000057,0.0,0.0
569,RegionB,574.6166666666713,0.9822507122507202,87.68133333333404,200.294667,287.976000333334,388.76760045000094,722.35,388.76760045000094,0.0,333.5823995499991,0.0,0.0
569,RegionC,537.3333333333337,0.9950617283950625,83.70666666666672,234.507333,318.2139996666667,439.13531954000007,722.35,439.13531954000007,0.0,283.21468045999995,0.0,0.0
569,RegionD,441.74999999999886,0.30010190217391225,65.9619999999998,109.486667,175.4486669999998,224.57429375999976,722.35,224.57429375999976,0.0,497.77570624000026,0.0,0.0
569,RegionE,54.11666666666656,0.05347496706192348,5.411666666666656,212.983,218.39466666666667,272.99333333333334,722.35,272.99333333333334,0.0,449.3566666666667,0.0,0.0
569,RegionF,134.09999999999366,0.13881987577639096,16.935999999998984,233.800667,250.736666999999,318.4355670899987,722.35,318.4355670899987,0.0,403.9144329100013,0.0,0.0
570,RegionA,615.3666666666638,0.9767724867724823,90.29466666666622,201.489333,291.7839996666662,393.9083995499994,650.0,393.9083995499994,0.0,256.0916004500006,0.0,0.0
570,RegionB,584.7999999999986,0.9996581196581172,89.38399999999977,206.762667,296.14666699999975,399.7980004499997,650.0,399.7980004499997,0.0,250.20199955000032,0.0,0.0
570,RegionC,509.9666666666632,0.9443827160493763,78.5706666666661,181.859333,260.4299996666661,359.3933995399992,650.0,359.3933995399992,0.0,290.6066004600008,0.0,0.0
570,RegionD,586.0000000000005,0.3980978260869568,87.82000000000005,114.313333,202.13333300000005,258.73066624000006,650.0,258.73066624000006,0.0,391.26933375999994,0.0,0.0
570,RegionE,56.79999999999961,0.056126482213438356,5.6799999999999615,196.1,201.77999999999994,252.22499999999994,650.0,252.22499999999994,0.0,397.7750000000001,0.0,0.0
570,RegionF,174.16666666666674,0.18029675638371298,21.596666666666675,214.53,236.12666666666667,299.8808666666667,650.0,299.8808666666667,0.0,350.1191333333333,0.0,0.0
571,RegionA,629.3333333333334,0.998941798941799,88.52333333333331,191.047333,279.5706663333333,377.42039954999996,587.87,377.42039954999996,0.0,210.44960045000005,0.0,0.0
571,RegionB,584.4166666666667,0.9990028490028491,89.24,211.159667,300.399667,405.53955045000004,587.87,405.53955045000004,0.0,182.33044954999997,0.0,0.0
571,RegionC,539.8833333333355,0.999783950617288,83.92000000000036,183.99,267.91000000000037,369.71580000000046,587.87,369.71580000000046,0.0,218.15419999999955,0.0,0.0
571,RegionD,788.3333333333333,0.535552536231884,118.9883333333333,116.753333,235.74166633333328,301.7493329066666,587.87,301.7493329066666,0.0,286.1206670933334,0.0,0.0
571,RegionE,100.0,0.09881422924901186,11.14,171.156667,182.296667,227.87083375000003,587.87,227.87083375000003,0.0,359.99916625,0.0,0.0
571,RegionF,229.01666666666654,0.2370772946859902,30.283666666666686,204.891333,235.17499966666668,298.6722495766667,587.87,298.6722495766667,0.0,289.19775042333333,0.0,0.0
572,RegionA,626.3500000000058,0.9942063492063584,86.90000000000083,198.974667,285.87466700000084,385.9308004500012,540.19,385.9308004500012,0.0,154.25919954999887,0.0,0.0
572,RegionB,577.8499999999966,0.987777777777772,87.08599999999953,240.728333,327.8143329999995,442.54934954999936,540.19,442.54934954999936,0.0,97.64065045000069,0.0,0.0
572,RegionC,533.4000000000008,0.9877777777777792,82.98400000000007,219.213333,302.19733300000007,417.03231954000006,540.19,417.03231954000006,0.0,123.15768046,0.0,0.0
572,RegionD,989.6333333333407,0.6723052536231934,150.8943333333345,194.289667,345.1840003333345,441.83552042666815,540.19,441.83552042666815,0.0,98.3544795733319,0.0,0.0
572,RegionE,206.25,0.20380434782608695,25.020000000000003,177.854,202.87400000000002,253.59250000000003,540.19,253.59250000000003,0.0,286.5975,0.0,0.0
572,RegionF,464.90000000000157,0.48126293995859376,67.50766666666696,203.763333,271.27099966666697,344.51416957666703,540.19,344.51416957666703,0.0,195.67583042333303,0.0,0.0
573,RegionA,623.366666666667,0.9894708994709001,85.10666666666664,224.322667,309.42933366666665,417.72960045,510.22,417.72960045,0.0,92.49039955,0.0,0.0
573,RegionB,510.4166666666613,0.8725071225071133,75.24066666666585,242.33,317.57066666666583,428.7203999999989,510.22,428.7203999999989,0.0,81.49960000000112,0.0,0.0
573,RegionC,539.75,0.999537037037037,84.63999999999999,247.12,331.76,457.82879999999994,510.22,457.82879999999994,0.0,52.39120000000008,0.0,0.0
573,RegionD,1191.4499999999925,0.8094089673912993,179.53633333333215,198.313333,377.84966633333215,483.6475729066652,510.22,483.6475729066652,0.0,26.572427093334852,0.0,0.0
573,RegionE,483.2833333333332,0.477552700922266,65.00833333333333,169.21,234.21833333333333,292.7729166666667,510.22,292.7729166666667,0.0,217.44708333333335,0.0,0.0
573,RegionF,796.8666666666671,0.8249137336093862,121.56666666666672,226.006667,347.5733336666667,441.41813375666675,510.22,441.41813375666675,0.0,68.80186624333328,0.0,0.0
574,RegionA,629.566666666672,0.9993121693121777,89.32333333333408,231.068,320.3913333333341,432.5283000000011,500.0,432.5283000000011,0.0,67.47169999999892,0.0,0.0
574,RegionB,518.9333333333313,0.8870655270655237,78.35333333333301,292.652667,371.006000333333,500.8581004499996,500.0,500.0,0.858100449999597,0.0,555.4827453027392,0.5333094296747496
574,RegionC,476.1499999999959,0.8817592592592517,71.36399999999932,289.932667,361.2966669999993,498.58940045999896,500.0,498.58940045999896,0.0,1.4105995400010443,0.0,0.0
574,RegionD,1170.0666666666632,0.7948822463768093,173.3276666666662,209.122,382.4496666666662,489.5355733333327,500.0,489.5355733333327,0.0,10.464426666667293,0.0,0.0
574,RegionE,714.2166666666639,0.7057476943346481,100.52966666666624,171.94,272.4696666666662,340.58708333333277,500.0,340.58708333333277,0.0,159.41291666666723,0.0,0.0
574,RegionF,784.1166666666646,0.8117149758454085,119.50133333333301,226.142667,345.644000333333,438.96788042333293,500.0,438.96788042333293,0.0,61.03211957666707,0.0,0.0
575,RegionA,629.7666666666665,0.9996296296296294,93.03666666666663,280.804,373.8406666666666,504.68489999999997,510.22,504.68489999999997,0.0,5.535100000000057,0.0,0.0
575,RegionB,584.183333333336,0.9986039886039931,88.83633333333377,285.058,373.89433333333375,504.7573500000006,510.22,504.7573500000006,0.0,5.462649999999428,0.0,0.0
575,RegionC,442.83333333332894,0.8200617283950535,64.57033333333268,296.805333,361.3756663333327,498.69841953999907,510.22,498.69841953999907,0.0,11.521580460000962,0.0,0.0
575,RegionD,1398.0333333333317,0.9497509057971003,212.71733333333316,212.448667,425.16600033333316,544.2124804266665,510.22,510.22,33.992480426666475,0.0,13706.787882444723,15.466578594133246
575,RegionE,1005.1499999999999,0.9932312252964426,139.638,228.537,368.175,460.21875,510.22,460.21875,0.0,50.00125000000003,0.0,0.0
575,RegionF,956.3666666666625,0.9900276052449922,144.336666666666,256.928,401.264666666666,509.60612666666583,510.22,509.60612666666583,0.0,0.6138733333341975,0.0,0.0
576,RegionA,519.1666666666641,0.8240740740740701,75.87999999999961,298.194667,374.0746669999996,505.0008004499995,540.19,505.0008004499995,0.0,35.18919955000058,0.0,0.0
576,RegionB,530.9833333333326,0.9076638176638163,77.97266666666653,305.448667,383.42133366666656,517.6188004499999,540.19,517.6188004499999,0.0,22.571199550000188,0.0,0.0
576,RegionC,310.71666666666806,0.5754012345679038,48.13200000000021,343.46,391.5920000000002,540.3969600000003,540.19,540.19,0.2069600000002083,0.0,93.86670800009448,0.12411391200012492
576,RegionD,1039.25,0.7060122282608695,155.76500000000001,253.58,409.345,523.9616000000001,540.19,523.9616000000001,0.0,16.228399999999965,0.0,0.0
576,RegionE,894.533333333332,0.8839262187088262,124.48333333333312,250.256667,374.7400003333331,468.4250004166664,540.19,468.4250004166664,0.0,71.76499958333363,0.0,0.0
576,RegionF,810.4666666666651,0.8389924085576244,123.1113333333331,304.308667,427.4200003333331,542.823400423333,540.19,540.19,2.6334004233330006,0.0,713.0458326258765,0.7465690200149057
577,RegionA,383.0999999999999,0.6080952380952379,52.28799999999998,333.674,385.962,521.0487,587.87,521.0487,0.0,66.82129999999995,0.0,0.0
577,RegionB,400.5833333333335,0.684757834757835,58.3596666666667,350.797333,409.1569996666667,552.3619495500001,587.87,552.3619495500001,0.0,35.50805044999993,0.0,0.0
577,RegionC,173.23333333333062,0.32080246913579746,27.551999999999573,377.383,404.93499999999955,558.8102999999993,587.87,558.8102999999993,0.0,29.059700000000703,0.0,0.0
577,RegionD,504.0166666666662,0.3424026268115939,71.92566666666659,275.108667,347.0343336666666,444.2039470933333,587.87,444.2039470933333,0.0,143.66605290666672,0.0,0.0
577,RegionE,576.633333333334,0.5697957839262193,80.78433333333331,310.102,390.88633333333325,488.6079166666666,587.87,488.6079166666666,0.0,99.26208333333341,0.0,0.0
577,RegionF,634.283333333333,0.6566080055210486,95.66266666666661,292.5,388.1626666666666,492.9665866666666,587.87,492.9665866666666,0.0,94.90341333333339,0.0,0.0
578,RegionA,353.8333333333337,0.5616402116402123,49.48033333333338,367.865333,417.3456663333334,563.4166495500001,650.0,563.4166495500001,0.0,86.5833504499999,0.0,0.0
578,RegionB,297.10000000000264,0.5078632478632523,43.19200000000044,359.2,402.39200000000045,543.2292000000007,650.0,543.2292000000007,0.0,106.77079999999933,0.0,0.0
578,RegionC,161.46666666666783,0.2990123456790145,25.010666666666868,379.916333,404.92699966666686,558.7992595400002,650.0,558.7992595400002,0.0,91.20074045999979,0.0,0.0
578,RegionD,292.58333333333167,0.19876585144927422,41.44433333333309,357.07,398.51433333333307,510.0983466666663,650.0,510.0983466666663,0.0,139.90165333333368,0.0,0.0
578,RegionE,353.91666666666436,0.34972002635045885,50.39866666666629,348.932,399.3306666666663,499.16333333333284,650.0,499.16333333333284,0.0,150.83666666666716,0.0,0.0
578,RegionF,273.7500000000024,0.2833850931677043,39.87300000000033,381.821333,421.6943330000003,535.5518029100004,650.0,535.5518029100004,0.0,114.44819708999955,0.0,0.0
579,RegionA,287.98333333333505,0.45711640211640486,40.638666666666985,376.328667,416.967333666667,562.9059004500004,722.35,562.9059004500004,0.0,159.44409954999958,0.0,0.0
579,RegionB,185.09999999999854,0.31641025641025394,24.723999999999766,360.113333,384.8373329999998,519.5303995499997,722.35,519.5303995499997,0.0,202.81960045000028,0.0,0.0
579,RegionC,152.55000000000211,0.2825000000000039,21.64400000000034,382.944,404.58800000000036,558.3314400000005,722.35,558.3314400000005,0.0,164.01855999999952,0.0,0.0
579,RegionD,166.15000000000157,0.11287364130434889,23.476000000000212,383.599333,407.0753330000002,521.0564262400003,722.35,521.0564262400003,0.0,201.29357375999973,0.0,0.0
579,RegionE,140.21666666666636,0.13855401844532247,18.296999999999926,388.137667,406.43466699999993,508.04333374999993,722.35,508.04333374999993,0.0,214.3066662500001,0.0,0.0
579,RegionF,145.83333333333246,0.15096618357487832,20.01333333333318,368.396,388.40933333333317,493.2798533333331,722.35,493.2798533333331,0.0,229.07014666666691,0.0,0.0
580,RegionA,133.75000000000432,0.21230158730159415,15.974666666667348,387.814667,403.78933366666735,545.1156004500009,800.0,545.1156004500009,0.0,254.8843995499991,0.0,0.0
580,RegionB,112.80000000000166,0.19282051282051565,11.85133333333362,360.522667,372.37400033333364,502.7049004500004,800.0,502.7049004500004,0.0,297.2950995499996,0.0,0.0
580,RegionC,167.01666666666665,0.3092901234567901,23.74133333333333,366.630667,390.37200033333335,538.71336046,800.0,538.71336046,0.0,261.28663954,0.0,0.0
580,RegionD,85.80000000000155,0.05828804347826192,13.128000000000249,429.25,442.37800000000027,566.2438400000003,800.0,566.2438400000003,0.0,233.75615999999968,0.0,0.0
580,RegionE,28.20000000000084,0.027865612648222175,2.7080000000000815,381.72,384.4280000000001,480.53500000000014,800.0,480.53500000000014,0.0,319.46499999999986,0.0,0.0
580,RegionF,92.50000000000023,0.09575569358178078,11.860000000000023,417.697667,429.55766700000004,545.53823709,800.0,545.53823709,0.0,254.46176290999995,0.0,0.0
581,RegionA,55.59999999999991,0.08825396825396811,4.447999999999993,386.840333,391.28833299999997,528.23924955,877.65,528.23924955,0.0,349.41075045,0.0,0.0
581,RegionB,62.81666666666615,0.1073789173789165,5.025333333333293,380.358333,385.3836663333333,520.2679495499999,877.65,520.2679495499999,0.0,357.38205045000007,0.0,0.0
581,RegionC,255.99999999999818,0.4740740740740707,37.979999999999706,365.777333,403.7573329999997,557.1851195399995,877.65,557.1851195399995,0.0,320.4648804600005,0.0,0.0
581,RegionD,10.200000000000955,0.006929347826087605,1.6320000000001527,427.011333,428.64333300000015,548.6634662400002,877.65,548.6634662400002,0.0,328.9865337599998,0.0,0.0
581,RegionE,7.33333333333303,0.007246376811593904,0.693333333333303,441.384,442.07733333333334,552.5966666666667,877.65,552.5966666666667,0.0,325.0533333333333,0.0,0.0
581,RegionF,15.400000000001796,0.015942028985509105,1.4600000000001796,375.685,377.1450000000002,478.9741500000003,877.65,478.9741500000003,0.0,398.6758499999997,0.0,0.0
582,RegionA,48.30000000000018,0.07666666666666695,3.8640000000000154,375.075333,378.93933300000003,511.56809955000006,950.0,511.56809955000006,0.0,438.43190044999994,0.0,0.0
