Hour,Region,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,NetGridImport_MW,Curtailment_MW,SOC_MWh,Cost_CNY,CarbonEmission_tCO2
531,RegionD,598.988799573376,722.35,598.988799573376,0.0,0.0,0.0,0.0,0.0,123.36120042662401,-123.36120042662401,0.0,900.0,-28160.894833389728,0.0
531,RegionE,538.1875004166251,722.35,538.1875004166251,0.0,0.0,0.0,0.0,0.0,184.16249958337494,-184.16249958337494,0.0,820.0,-37152.94266595006,0.0
531,RegionF,589.013299576709,722.35,589.013299576709,0.0,0.0,0.0,0.0,0.0,133.33670042329106,-133.33670042329106,0.0,850.0,-28315.38170189009,0.0
532,RegionA,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044995495,350.0,0.0,0.0
532,RegionB,531.360000449955,800.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.639999550045,320.0,0.0,0.0
532,RegionC,536.5439995400459,800.0,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.4560004599541,300.0,0.0,0.0
532,RegionD,615.488000426624,800.0,615.488000426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,4.511999573375988,900.0,-41103.0,0.0
532,RegionE,529.6875,800.0,529.6875,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,50.3125,820.0,-44396.0,0.0
532,RegionF,563.372,800.0,563.372,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,16.628000000000043,850.0,-46732.399999999994,0.0
533,RegionA,544.319999550045,877.65,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3300004499549,350.0,0.0,0.0
533,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,320.0,0.0,0.0
533,RegionC,536.544,877.65,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.106,300.0,0.0,0.0
533,RegionD,600.7296000000001,877.65,600.7296000000001,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,96.92039999999986,900.0,-41115.6,0.0
533,RegionE,590.350000416625,877.65,590.350000416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,67.29999958337498,820.0,-44409.200000000004,0.0
533,RegionF,601.2814999999999,877.65,601.2814999999999,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,56.36850000000004,850.0,-46745.6,0.0
534,RegionA,544.3199995500449,950.0,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044995506,350.0,0.0,0.0
534,RegionB,531.359999550045,950.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.640000449955,320.0,0.0,0.0
534,RegionC,536.544000459954,950.0,536.544000459954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.45599954004604,300.0,0.0,0.0
534,RegionD,585.8560000000001,950.0,585.8560000000001,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,184.1439999999999,900.0,-41124.6,0.0
534,RegionE,587.849999583375,950.0,587.849999583375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,142.15000041662495,820.0,-44418.0,0.0
534,RegionF,590.7659,950.0,590.7659,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,139.2341,850.0,-46756.6,0.0
535,RegionA,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044995494,350.0,0.0,0.0
535,RegionB,531.3600004499551,1012.13,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.7699995500449,320.0,0.0,0.0
535,RegionC,536.544000459954,1012.13,536.544000459954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.58599954004603,300.0,0.0,0.0
535,RegionD,613.004799573376,1012.13,613.004799573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,219.12520042662402,900.0,-63284.399999999994,0.0
535,RegionE,552.6125000000001,1012.13,552.6125000000001,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,239.51749999999993,820.0,-68354.0,0.0
535,RegionF,609.523799576709,1012.13,609.523799576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,182.60620042329094,850.0,-71951.0,0.0
536,RegionA,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,350.0,0.0,0.0
536,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,320.0,0.0,0.0
536,RegionC,536.544,1059.81,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.266,300.0,0.0,0.0
536,RegionD,624.307199573376,1059.81,624.307199573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,255.50280042662393,900.0,-63298.8,0.0
536,RegionE,565.6375,1059.81,565.6375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,274.1724999999999,820.0,-68369.4,0.0
536,RegionF,585.825600423291,1059.81,585.825600423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,253.98439957670894,850.0,-71966.4,0.0
537,RegionA,544.3199995500449,1089.78,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.460000449955,350.0,0.0,0.0
537,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.42,320.0,0.0,0.0
537,RegionC,536.5439995400459,1089.78,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.2360004599541,300.0,0.0,0.0
537,RegionD,566.8095995733761,1089.78,566.8095995733761,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,342.9704004266239,900.0,-63311.4,0.0
537,RegionE,540.137500416625,1089.78,540.137500416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,329.64249958337496,820.0,-68382.59999999999,0.0
537,RegionF,557.834800423291,1089.78,557.834800423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,311.945199576709,850.0,-71981.8,0.0
538,RegionA,544.320000449955,1100.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.679999550045,350.0,0.0,0.0
538,RegionB,531.360000449955,1100.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.639999550045,320.0,0.0,0.0
538,RegionC,536.544,1100.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.456,300.0,0.0,0.0
538,RegionD,517.9903995733761,1100.0,517.9903995733761,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,402.00960042662393,900.0,-63324.0,0.0
538,RegionE,535.075,1100.0,535.075,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,344.92499999999995,820.0,-68393.6,0.0
538,RegionF,469.11260042329104,1100.0,469.11260042329104,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,410.88739957670896,850.0,-71995.0,0.0
539,RegionA,536.76,1089.78,536.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.02,350.0,0.0,0.0
539,RegionB,481.61250044995506,1089.78,481.61250044995506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.1674995500449,320.0,0.0,0.0
539,RegionC,515.719799540046,1089.78,515.719799540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.060200459954,300.0,0.0,0.0
539,RegionD,457.779200426624,1089.78,457.779200426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,452.00079957337596,900.0,-63333.00000000001,0.0
539,RegionE,449.075000416625,1089.78,449.075000416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,420.70499958337496,820.0,-68406.8,0.0
539,RegionF,482.47299999999996,1089.78,482.47299999999996,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,387.307,850.0,-72006.0,0.0
540,RegionA,463.69799955004504,1059.81,463.69799955004504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.1120004499548,350.0,0.0,0.0
540,RegionB,468.62550000000005,1059.81,468.62550000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.1844999999998,320.0,0.0,0.0
540,RegionC,495.61319954004597,1059.81,495.61319954004597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.1968004599539,300.0,0.0,0.0
540,RegionD,490.598399573376,1059.81,490.598399573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,389.21160042662393,900.0,-63341.99999999999,0.0
540,RegionE,450.7,1059.81,450.7,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,389.1099999999999,820.0,-68415.6,0.0
540,RegionF,467.1314004232909,1059.81,467.1314004232909,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,372.6785995767091,850.0,-72017.0,0.0
541,RegionA,450.70290044995505,1012.13,450.70290044995505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.4270995500449,350.0,0.0,0.0
541,RegionB,449.61884955004507,1012.13,449.61884955004507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.5111504499549,320.0,0.0,0.0
541,RegionC,455.30340045995393,1012.13,455.30340045995393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.8265995400461,300.0,0.0,0.0
541,RegionD,411.59679957337596,1012.13,411.59679957337596,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,420.53320042662403,900.0,-63349.2,0.0
541,RegionE,431.47999999999996,1012.13,431.47999999999996,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,360.6500000000001,820.0,-68424.4,0.0
541,RegionF,445.4525,1012.13,445.4525,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,346.6775,850.0,-72025.8,0.0
542,RegionA,437.826599550045,950.0,437.826599550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.173400449955,350.0,0.0,0.0
542,RegionB,424.43595,950.0,424.43595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.56405,320.0,0.0,0.0
542,RegionC,426.70428,950.0,426.70428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.2957200000001,300.0,0.0,0.0
542,RegionD,405.43488042662403,950.0,405.43488042662403,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,364.565119573376,900.0,-63356.4,0.0
542,RegionE,400.59250041662494,950.0,400.59250041662494,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,329.40749958337506,820.0,-68431.0,0.0
542,RegionF,402.12264,950.0,402.12264,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,327.87735999999995,850.0,-72032.40000000001,0.0
543,RegionA,374.98949955004497,877.65,374.98949955004497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.660500449955,350.0,0.0,0.0
543,RegionB,386.309249550045,877.65,386.309249550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.34075044995495,320.0,0.0,0.0
543,RegionC,380.59434,877.65,380.59434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.05566,300.0,0.0,0.0
543,RegionD,379.91039957337597,877.65,379.91039957337597,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,317.739600426624,900.0,-63361.799999999996,0.0
543,RegionE,370.078750416625,877.65,370.078750416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,287.571249583375,820.0,-68437.59999999999,0.0
543,RegionF,371.72265,877.65,371.72265,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,285.92735,850.0,-72039.0,0.0
544,RegionA,345.96450044995504,800.0,345.96450044995504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.03549955004496,350.0,0.0,0.0
544,RegionB,341.280000449955,800.0,341.280000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.719999550045,320.0,0.0,0.0
544,RegionC,363.09179954004594,800.0,363.09179954004594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.90820045995406,300.0,0.0,0.0
544,RegionD,307.929599573376,800.0,307.929599573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,312.070400426624,900.0,-63365.399999999994,0.0
544,RegionE,317.31250041662497,800.0,317.31250041662497,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,262.68749958337503,820.0,-68442.0,0.0
544,RegionF,300.79950042329097,800.0,300.79950042329097,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,279.20049957670903,850.0,-72043.40000000001,0.0
545,RegionA,317.466,722.35,317.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.884,350.0,0.0,0.0
545,RegionB,313.40250000000003,722.35,313.40250000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.9475,320.0,0.0,0.0
545,RegionC,324.82439954004593,722.35,324.82439954004593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.5256004599541,300.0,0.0,0.0
545,RegionD,283.724800426624,722.35,283.724800426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,258.62519957337605,900.0,-91882.8,0.0
545,RegionE,315.737499583375,722.35,315.737499583375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,186.61250041662504,820.0,-99244.2,0.0
545,RegionF,321.2719,722.35,321.2719,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,181.0781,850.0,-104467.0,0.0
546,RegionA,323.50049955004505,650.0,323.50049955004505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.49950044995495,350.0,0.0,0.0
546,RegionB,299.94300000000004,650.0,299.94300000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.05699999999996,320.0,0.0,0.0
546,RegionC,361.15979999999996,650.0,361.15979999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84020000000004,300.0,0.0,0.0
546,RegionD,322.047999573376,650.0,322.047999573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,147.952000426624,900.0,-91886.40000000001,0.0
546,RegionE,257.25,650.0,257.25,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,172.75,820.0,-99246.4,0.0
546,RegionF,316.6364,650.0,316.6364,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,113.36360000000002,850.0,-104469.2,0.0
547,RegionA,272.349000449955,587.87,272.349000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.520999550045,350.0,0.0,0.0
547,RegionB,311.701499550045,587.87,311.701499550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.168500449955,320.0,0.0,0.0
547,RegionC,353.92860045995394,587.87,353.92860045995394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.94139954004606,300.0,0.0,0.0
547,RegionD,253.747200426624,587.87,253.747200426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,154.12279957337603,900.0,-91886.40000000001,0.0
547,RegionE,273.712500416625,587.87,273.712500416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,94.157499583375,820.0,-99246.4,0.0
547,RegionF,313.537600423291,587.87,313.537600423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,54.33239957670901,850.0,-104469.2,0.0
548,RegionA,336.8655,540.19,336.8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.32450000000006,350.0,0.0,0.0
548,RegionB,319.8825,540.19,319.8825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.30750000000006,320.0,0.0,0.0
548,RegionC,332.290199540046,540.19,332.290199540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.89980045995406,300.0,0.0,0.0
548,RegionD,296.23040000000003,540.19,296.23040000000003,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,63.95960000000002,900.0,-91884.6,0.0
548,RegionE,337.1125,540.19,337.1125,0.0,0.0,0.0,0.0,0.0,203.07750000000004,-203.07750000000004,0.0,820.0,-91610.29102500003,0.0
548,RegionF,298.488100423291,540.19,298.488100423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,21.70189957670908,850.0,-104469.2,0.0
549,RegionA,336.96000000000004,510.22,336.96000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.26,350.0,0.0,0.0
549,RegionB,367.79400000000004,510.22,367.79400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.426,320.0,0.0,0.0
549,RegionC,367.535399540046,510.22,367.535399540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.68460045995403,300.0,0.0,0.0
549,RegionD,330.0864,510.22,330.0864,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,0.13360000000000127,900.0,-91881.0,0.0
549,RegionE,359.90000000000003,510.22,359.90000000000003,0.0,0.0,0.0,0.0,0.0,150.32,-150.32,0.0,820.0,-67809.352,0.0
549,RegionF,311.73419957670905,510.22,311.73419957670905,0.0,0.0,0.0,0.0,0.0,198.48580042329098,-198.48580042329098,0.0,850.0,-94247.01261499125,0.0
550,RegionA,407.11950044995507,500.0,407.11950044995507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.88049955004493,350.0,0.0,0.0
550,RegionB,359.18100000000004,500.0,359.18100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.81899999999996,320.0,0.0,0.0
550,RegionC,399.4686,500.0,399.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.53140000000002,300.0,0.0,0.0
550,RegionD,378.8032,500.0,378.8032,0.0,0.0,0.0,0.0,0.0,121.1968,-121.1968,0.0,900.0,-38396.358208,0.0
550,RegionE,360.01249958337496,500.0,360.01249958337496,0.0,0.0,0.0,0.0,0.0,139.98750041662504,-139.98750041662504,0.0,820.0,-39192.30049164251,0.0
550,RegionF,370.70029999999997,500.0,370.70029999999997,0.0,0.0,0.0,0.0,0.0,129.29970000000003,-129.29970000000003,0.0,850.0,-38105.91458700001,0.0
551,RegionA,414.8955,510.22,414.8955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3245,350.0,0.0,0.0
551,RegionB,417.1365,510.22,417.1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.08350000000002,320.0,0.0,0.0
551,RegionC,417.27059954004596,510.22,417.27059954004596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.94940045995406,300.0,0.0,0.0
551,RegionD,422.361599573376,510.22,422.361599573376,0.0,0.0,0.0,0.0,0.0,87.85840042662403,-87.85840042662403,0.0,900.0,-27832.66267115023,0.0
551,RegionE,403.487499583375,510.22,403.487499583375,0.0,0.0,0.0,0.0,0.0,106.73250041662504,-106.73250041662504,0.0,820.0,-29879.76349163418,0.0
551,RegionF,420.59860000000003,510.22,420.59860000000003,0.0,0.0,0.0,0.0,0.0,89.6214,-89.6214,0.0,850.0,-26409.634152,0.0
552,RegionA,450.6840000000001,540.19,450.6840000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.50599999999997,350.0,0.0,0.0
552,RegionB,492.73650000000004,540.19,492.73650000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.45350000000002,320.0,0.0,0.0
552,RegionC,460.3817999999999,540.19,460.3817999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.80820000000017,300.0,0.0,0.0
552,RegionD,428.62080000000003,540.19,428.62080000000003,0.0,0.0,0.0,0.0,0.0,111.56920000000002,-111.56920000000002,0.0,900.0,-25523.685884000006,0.0
552,RegionE,457.1125004166249,540.19,457.1125004166249,0.0,0.0,0.0,0.0,0.0,83.07749958337513,-83.07749958337513,0.0,820.0,-16795.77809077095,0.0
552,RegionF,428.688499576709,540.19,428.688499576709,0.0,0.0,0.0,0.0,0.0,111.50150042329108,-111.50150042329108,0.0,850.0,-23728.634305080574,0.0
553,RegionA,492.4395,587.87,492.4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4305,350.0,0.0,0.0
553,RegionB,485.2709995500451,587.87,485.2709995500451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.59900044995493,320.0,0.0,0.0
553,RegionC,536.5439995400459,587.87,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.326000459954116,300.0,0.0,0.0
553,RegionD,516.7872,587.87,516.7872,0.0,0.0,0.0,0.0,0.0,71.08280000000002,-71.08280000000002,0.0,900.0,-16259.479672000005,0.0
553,RegionE,502.02499958337506,587.87,502.02499958337506,0.0,0.0,0.0,0.0,0.0,85.84500041662494,-85.84500041662494,0.0,820.0,-17352.708384216563,0.0
553,RegionF,497.078,587.87,497.078,0.0,0.0,0.0,0.0,0.0,90.79200000000003,-90.79200000000003,0.0,850.0,-19318.721760000008,0.0
554,RegionA,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,350.0,0.0,0.0
554,RegionB,531.360000449955,650.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.63999955004499,320.0,0.0,0.0
554,RegionC,536.543999540046,650.0,536.543999540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.456000459954,300.0,0.0,0.0
554,RegionD,560.320000426624,650.0,560.320000426624,0.0,0.0,0.0,0.0,0.0,89.679999573376,-89.679999573376,0.0,900.0,-20510.712702426823,0.0
554,RegionE,508.487500416625,650.0,508.487500416625,0.0,0.0,0.0,0.0,0.0,141.51249958337502,-141.51249958337502,0.0,820.0,-28601.09129079593,0.0
554,RegionF,579.805800423291,650.0,579.805800423291,0.0,0.0,0.0,0.0,0.0,70.19419957670902,-70.19419957670902,0.0,850.0,-14933.815959944845,0.0
555,RegionA,544.319999550045,722.35,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044995497,350.0,0.0,0.0
555,RegionB,531.359999550045,722.35,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.990000449955,320.0,0.0,0.0
555,RegionC,536.544,722.35,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.80600000000004,300.0,0.0,0.0
555,RegionD,563.0591995733761,722.35,563.0591995733761,0.0,0.0,0.0,0.0,0.0,159.29080042662395,-159.29080042662395,0.0,900.0,-36425.02733355609,0.0
555,RegionE,560.274999583375,722.35,560.274999583375,0.0,0.0,0.0,0.0,0.0,162.07500041662502,-162.07500041662502,0.0,820.0,-32752.116084191584,0.0
555,RegionF,551.7261,722.35,551.7261,0.0,0.0,0.0,0.0,0.0,170.62390000000005,-170.62390000000005,0.0,850.0,-36295.11600800001,0.0
556,RegionA,544.320000449955,800.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.67999955004495,350.0,0.0,0.0
556,RegionB,531.359999550045,800.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.640000449955,320.0,0.0,0.0
556,RegionC,536.544,800.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.456,300.0,0.0,0.0
556,RegionD,572.1216000000001,800.0,572.1216000000001,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,47.87839999999994,900.0,-41153.4,0.0
556,RegionE,573.025,800.0,573.025,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,6.975000000000023,820.0,-44451.0,0.0
556,RegionF,561.797199576709,800.0,561.797199576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,18.202800423291023,850.0,-46789.6,0.0
557,RegionA,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,350.0,0.0,0.0
557,RegionB,531.36,877.65,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.28999999999996,320.0,0.0,0.0
557,RegionC,536.543999540046,877.65,536.543999540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.106000459954,300.0,0.0,0.0
557,RegionD,566.694400426624,877.65,566.694400426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,130.95559957337593,900.0,-41146.2,0.0
557,RegionE,594.3375000000001,877.65,594.3375000000001,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,63.312499999999886,820.0,-44442.2,0.0
557,RegionF,591.413599576709,877.65,591.413599576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,66.236400423291,850.0,-46780.799999999996,0.0
558,RegionA,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,350.0,0.0,0.0
558,RegionB,531.360000449955,950.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.639999550045,320.0,0.0,0.0
558,RegionC,536.544,950.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.456,300.0,0.0,0.0
558,RegionD,594.6239995733761,950.0,594.6239995733761,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,175.37600042662393,900.0,-41137.2,0.0
558,RegionE,566.2249999999999,950.0,566.2249999999999,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,163.7750000000001,820.0,-44433.4,0.0
558,RegionF,618.172499576709,950.0,618.172499576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,111.82750042329099,850.0,-46772.0,0.0
559,RegionA,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,350.0,0.0,0.0
559,RegionB,531.36,1012.13,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.77,320.0,0.0,0.0
559,RegionC,536.5439995400459,1012.13,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.5860004599541,300.0,0.0,0.0
559,RegionD,623.475199573376,1012.13,623.475199573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,208.65480042662398,900.0,-63273.6,0.0
559,RegionE,572.7375004166249,1012.13,572.7375004166249,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,219.39249958337507,820.0,-68340.8,0.0
559,RegionF,579.246999576709,1012.13,579.246999576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,212.88300042329104,850.0,-71937.8,0.0
560,RegionA,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,350.0,0.0,0.0
560,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,320.0,0.0,0.0
560,RegionC,536.544,1059.81,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.266,300.0,0.0,0.0
560,RegionD,581.734399573376,1059.81,581.734399573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,298.07560042662396,900.0,-63257.4,0.0
560,RegionE,552.2375004166249,1059.81,552.2375004166249,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,287.572499583375,820.0,-68323.2,0.0
560,RegionF,595.4014,1059.81,595.4014,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,244.40859999999998,850.0,-71920.20000000001,0.0
561,RegionA,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,350.0,0.0,0.0
561,RegionB,531.359999550045,1089.78,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.420000449955,320.0,0.0,0.0
561,RegionC,536.5439995400459,1089.78,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.2360004599541,300.0,0.0,0.0
561,RegionD,582.336000426624,1089.78,582.336000426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,327.443999573376,900.0,-63241.2,0.0
561,RegionE,571.9124999999999,1089.78,571.9124999999999,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,297.86750000000006,820.0,-68307.8,0.0
561,RegionF,540.5246995767089,1089.78,540.5246995767089,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,329.25530042329103,850.0,-71902.59999999999,0.0
562,RegionA,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.68,350.0,0.0,0.0
562,RegionB,531.359999550045,1100.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.640000449955,320.0,0.0,0.0
