TaskID,TaskType,SourceRegion,AssignedRegion,ArrivalHour,StartHour,EndHour,GPU_Demand,Duration,IsMigrated
4590,RealTimeInference,RegionC,RegionC,2382,2382,2386,5,4,0
7542,RealTimeInference,RegionD,RegionD,2382,2382,2383,7,1,0
11877,RealTimeInference,RegionC,RegionC,2382,2382,2384,7,2,0
13505,RealTimeInference,RegionE,RegionE,2382,2382,2387,6,5,0
15185,RealTimeInference,RegionA,RegionA,2382,2382,2383,1,1,0
29651,RealTimeInference,RegionB,RegionB,2382,2382,2387,7,5,0
42642,RealTimeInference,RegionC,RegionC,2382,2382,2386,1,4,0
13331,RealTimeInference,RegionB,RegionB,2383,2383,2384,1,1,0
21103,RealTimeInference,RegionA,RegionA,2383,2383,2385,7,2,0
35298,RealTimeInference,RegionA,RegionA,2383,2383,2388,6,5,0
41298,RealTimeInference,RegionA,RegionA,2383,2383,2389,4,6,0
43047,RealTimeInference,RegionB,RegionB,2383,2383,2386,5,3,0
45061,RealTimeInference,RegionC,RegionC,2383,2383,2388,2,5,0
45879,RealTimeInference,RegionB,RegionB,2383,2383,2388,3,5,0
11360,RealTimeInference,RegionE,RegionE,2384,2384,2391,3,7,0
16950,RealTimeInference,RegionA,RegionA,2384,2384,2387,6,3,0
22890,RealTimeInference,RegionC,RegionC,2384,2384,2386,3,2,0
24748,RealTimeInference,RegionE,RegionE,2384,2384,2388,1,4,0
26569,RealTimeInference,RegionB,RegionB,2384,2384,2386,5,2,0
26779,RealTimeInference,RegionB,RegionB,2384,2384,2386,2,2,0
32107,RealTimeInference,RegionC,RegionC,2384,2384,2388,3,4,0
47997,RealTimeInference,RegionA,RegionA,2384,2384,2389,6,5,0
9936,RealTimeInference,RegionC,RegionC,2385,2385,2387,5,2,0
14669,RealTimeInference,RegionB,RegionB,2385,2385,2390,6,5,0
23890,RealTimeInference,RegionA,RegionA,2385,2385,2390,5,5,0
25467,RealTimeInference,RegionB,RegionB,2385,2385,2388,6,3,0
36634,RealTimeInference,RegionF,RegionD,2385,2385,2391,7,6,1
3455,RealTimeInference,RegionC,RegionC,2386,2386,2389,1,3,0
8353,RealTimeInference,RegionB,RegionB,2386,2386,2388,5,2,0
19264,RealTimeInference,RegionD,RegionD,2386,2386,2390,4,4,0
19693,RealTimeInference,RegionA,RegionA,2386,2386,2388,4,2,0
29239,RealTimeInference,RegionB,RegionB,2386,2386,2391,2,5,0
32465,RealTimeInference,RegionB,RegionB,2386,2386,2389,6,3,0
40554,RealTimeInference,RegionB,RegionB,2386,2386,2393,5,7,0
40594,RealTimeInference,RegionC,RegionC,2386,2386,2393,2,7,0
48007,RealTimeInference,RegionC,RegionC,2386,2386,2391,2,5,0
48396,RealTimeInference,RegionA,RegionA,2386,2386,2389,2,3,0
9168,RealTimeInference,RegionC,RegionC,2387,2387,2390,3,3,0
12025,RealTimeInference,RegionA,RegionA,2387,2387,2388,2,1,0
21428,RealTimeInference,RegionC,RegionC,2387,2387,2390,5,3,0
23146,RealTimeInference,RegionC,RegionC,2387,2387,2393,3,6,0
23708,RealTimeInference,RegionB,RegionB,2387,2387,2389,7,2,0
25000,RealTimeInference,RegionB,RegionB,2387,2387,2389,6,2,0
28952,RealTimeInference,RegionC,RegionC,2387,2387,2390,7,3,0
29773,RealTimeInference,RegionA,RegionA,2387,2387,2389,6,2,0
32719,RealTimeInference,RegionA,RegionA,2387,2387,2389,3,2,0
35544,RealTimeInference,RegionC,RegionC,2387,2387,2391,7,4,0
36735,RealTimeInference,RegionB,RegionB,2387,2387,2392,2,5,0
27636,RealTimeInference,RegionA,RegionA,2388,2388,2393,7,5,0
28692,RealTimeInference,RegionA,RegionA,2388,2388,2393,3,5,0
36175,RealTimeInference,RegionA,RegionA,2388,2388,2390,5,2,0
43032,RealTimeInference,RegionB,RegionB,2388,2388,2391,1,3,0
1096,RealTimeInference,RegionA,RegionA,2389,2389,2394,1,5,0
6232,RealTimeInference,RegionA,RegionA,2389,2389,2395,5,6,0
10407,RealTimeInference,RegionC,RegionC,2389,2389,2392,7,3,0
32162,RealTimeInference,RegionA,RegionA,2389,2389,2391,2,2,0
48004,RealTimeInference,RegionA,RegionA,2389,2389,2390,6,1,0
4354,RealTimeInference,RegionC,RegionC,2390,2390,2396,4,6,0
21242,RealTimeInference,RegionB,RegionB,2390,2390,2392,1,2,0
34531,RealTimeInference,RegionB,RegionB,2390,2390,2396,7,6,0
37033,RealTimeInference,RegionC,RegionC,2390,2390,2395,3,5,0
4943,RealTimeInference,RegionC,RegionC,2391,2391,2394,4,3,0
14305,RealTimeInference,RegionD,RegionD,2391,2391,2396,2,5,0
18687,RealTimeInference,RegionE,RegionF,2391,2391,2393,5,2,1
22706,RealTimeInference,RegionC,RegionC,2391,2391,2392,2,1,0
25215,RealTimeInference,RegionA,RegionA,2391,2391,2395,5,4,0
35181,RealTimeInference,RegionB,RegionB,2391,2391,2396,4,5,0
35783,RealTimeInference,RegionA,RegionA,2391,2391,2396,3,5,0
39380,RealTimeInference,RegionB,RegionB,2391,2391,2392,3,1,0
45363,RealTimeInference,RegionC,RegionC,2391,2391,2397,2,6,0
49684,RealTimeInference,RegionB,RegionB,2391,2391,2393,1,2,0
2412,RealTimeInference,RegionC,RegionC,2392,2392,2397,2,5,0
6235,RealTimeInference,RegionB,RegionB,2392,2392,2394,1,2,0
16024,RealTimeInference,RegionF,RegionF,2392,2392,2396,1,4,0
21792,RealTimeInference,RegionA,RegionA,2392,2392,2398,4,6,0
23364,RealTimeInference,RegionE,RegionE,2392,2392,2394,5,2,0
32917,RealTimeInference,RegionA,RegionA,2392,2392,2395,2,3,0
44811,RealTimeInference,RegionB,RegionB,2392,2392,2398,2,6,0
5663,RealTimeInference,RegionB,RegionB,2393,2393,2398,6,5,0
7484,RealTimeInference,RegionA,RegionA,2393,2393,2397,3,4,0
21897,RealTimeInference,RegionA,RegionA,2393,2393,2395,3,2,0
23544,RealTimeInference,RegionB,RegionB,2393,2393,2396,1,3,0
27485,RealTimeInference,RegionA,RegionA,2393,2393,2396,5,3,0
31748,RealTimeInference,RegionA,RegionA,2393,2393,2399,4,6,0
38021,RealTimeInference,RegionB,RegionB,2393,2393,2397,6,4,0
44602,RealTimeInference,RegionC,RegionC,2393,2393,2399,4,6,0
45529,RealTimeInference,RegionA,RegionA,2393,2393,2400,4,7,0
1843,RealTimeInference,RegionA,RegionA,2394,2394,2395,1,1,0
12444,RealTimeInference,RegionA,RegionA,2394,2394,2399,1,5,0
13174,RealTimeInference,RegionB,RegionB,2394,2394,2395,6,1,0
16041,RealTimeInference,RegionB,RegionB,2394,2394,2395,5,1,0
34439,RealTimeInference,RegionA,RegionA,2394,2394,2400,2,6,0
42258,RealTimeInference,RegionB,RegionB,2394,2394,2397,6,3,0
12481,RealTimeInference,RegionC,RegionC,2395,2395,2398,5,3,0
13251,RealTimeInference,RegionA,RegionA,2395,2395,2396,6,1,0
40599,RealTimeInference,RegionB,RegionB,2395,2395,2396,4,1,0
41247,RealTimeInference,RegionA,RegionA,2395,2395,2398,3,3,0
47260,RealTimeInference,RegionD,RegionD,2395,2395,2399,3,4,0
49617,RealTimeInference,RegionA,RegionA,2395,2395,2400,3,5,0
5138,RealTimeInference,RegionB,RegionB,2396,2396,2402,1,6,0
15175,RealTimeInference,RegionB,RegionB,2396,2396,2399,6,3,0
18394,RealTimeInference,RegionA,RegionA,2396,2396,2402,3,6,0
23682,RealTimeInference,RegionB,RegionB,2396,2396,2401,7,5,0
26836,RealTimeInference,RegionA,RegionA,2396,2396,2401,7,5,0
28656,RealTimeInference,RegionC,RegionC,2396,2396,2398,4,2,0
38774,RealTimeInference,RegionA,RegionA,2396,2396,2397,4,1,0
40341,RealTimeInference,RegionA,RegionA,2396,2396,2403,2,7,0
49227,RealTimeInference,RegionC,RegionC,2396,2396,2402,3,6,0
7165,RealTimeInference,RegionB,RegionB,2397,2397,2402,5,5,0
42220,RealTimeInference,RegionB,RegionB,2397,2397,2398,2,1,0
4886,RealTimeInference,RegionF,RegionF,2398,2398,2402,3,4,0
5272,RealTimeInference,RegionC,RegionC,2398,2398,2403,4,5,0
7530,RealTimeInference,RegionA,RegionA,2398,2398,2400,5,2,0
8972,RealTimeInference,RegionD,RegionD,2398,2398,2403,2,5,0
13381,RealTimeInference,RegionA,RegionA,2398,2398,2401,6,3,0
17052,RealTimeInference,RegionC,RegionC,2398,2398,2399,2,1,0
19172,RealTimeInference,RegionC,RegionC,2398,2398,2402,6,4,0
22360,RealTimeInference,RegionD,RegionD,2398,2398,2399,6,1,0
30610,RealTimeInference,RegionB,RegionB,2398,2398,2401,7,3,0
40375,RealTimeInference,RegionA,RegionA,2398,2398,2400,4,2,0
7890,RealTimeInference,RegionE,RegionE,2399,2399,2404,4,5,0
9621,RealTimeInference,RegionC,RegionC,2399,2399,2401,6,2,0
16844,RealTimeInference,RegionF,RegionF,2399,2399,2400,1,1,0
21400,RealTimeInference,RegionB,RegionB,2399,2399,2401,1,2,0
39788,RealTimeInference,RegionC,RegionC,2399,2399,2404,7,5,0
41451,RealTimeInference,RegionA,RegionA,2399,2399,2406,4,7,0
