Hour,Region,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2
290,RegionA,544.32,650.0,65.3184,0.0,0.0,584.6816,486.7214,486.7214,229893.118862,316.1255493
290,RegionB,531.36,650.0,79.704,0.0,0.0,570.296,457.932,457.932,207282.9198,278.2394832
290,RegionC,536.544,650.0,96.5779,0.0,0.0,553.4221,445.8934,445.8934,195983.52610199997,256.92377708000004
290,RegionD,510.0032,650.0,183.6012,93.2798,180.0,193.1191,388.802,208.802,70071.75618,171.07288
290,RegionE,511.1375,650.0,281.1256,73.7749,162.3047,132.7948,287.6119,125.3071,40138.621635999996,66.29454295000001
290,RegionF,515.493,650.0,319.6057,66.0789,145.3735,118.942,255.8873,110.5138,37392.338413000005,69.70370052
291,RegionA,544.32,722.35,65.3184,0.0,0.0,657.0316,479.0016,479.0016,226246.825728,308.71653119999996
291,RegionB,531.36,722.35,79.704,0.0,0.0,642.646,451.656,451.656,204442.08839999998,272.3034024
291,RegionC,536.544,722.35,96.5779,0.0,0.0,625.7721,439.9661,439.9661,193378.29993299997,251.52861936999997
291,RegionD,585.3184,722.35,211.313,102.2074,180.0,228.8296,436.4054,256.4054,83500.19928599999,190.53459764
291,RegionE,549.3,722.35,302.115,84.047,184.9034,151.2846,304.785,119.8816,40025.38652,69.7043295
291,RegionF,566.9026,722.35,350.3206,74.4059,163.6929,133.9306,276.582,112.8891,39073.219848,74.7601146
292,RegionA,544.32,800.0,65.3184,0.0,0.0,734.6816,479.0016,479.0016,226251.61574399998,304.8845184
292,RegionB,531.36,800.0,79.704,0.0,0.0,720.296,451.656,451.656,204446.60496000003,268.96114800000004
292,RegionC,536.544,800.0,96.5779,0.0,0.0,703.4221,439.9661,439.9661,193382.699594,248.44885666999997
292,RegionD,576.4736,800.0,209.8475,52.85,180.0,357.3025,429.0261,249.0261,81418.57254899997,184.99605432
292,RegionE,585.0625,800.0,321.7844,89.7895,213.6344,174.7918,320.8781,107.2437,38450.492469000004,72.48636279
292,RegionF,580.8218,800.0,355.4406,88.9119,195.6061,160.0414,285.3812,89.7751,34850.22414400001,76.16824228
293,RegionA,544.32,877.65,65.3184,0.0,0.0,812.3316,479.0016,479.0016,226256.40576000002,299.95080192
293,RegionB,531.36,877.65,79.704,0.0,0.0,797.946,451.656,451.656,204451.12152000002,264.5800848
293,RegionC,536.544,877.65,96.5779,0.0,0.0,781.0721,439.9661,439.9661,193387.099255,244.40116855
293,RegionD,595.6992,877.65,219.686,0.0,180.0,477.964,376.0132,196.0132,66466.12372,159.50479944
293,RegionE,546.7375,877.65,300.7056,0.0,220.0,356.9444,246.0319,26.0319,18556.75267,54.668288180000005
293,RegionF,577.1769,877.65,347.7066,0.0,220.0,309.9434,270.5467,50.5467,25965.065013999993,71.04556342
294,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,226270.775808,294.20278271999996
294,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,204464.6712,259.5215376
294,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,193395.89857699999,239.73752789000002
294,RegionD,550.5536,950.0,206.4576,0.0,180.0,563.5424,344.096,164.096,57467.36352,143.1783456
294,RegionE,567.6625,950.0,312.2144,0.0,220.0,417.7856,255.4481,35.4481,20904.565811,55.687685800000004
294,RegionF,598.8558,950.0,353.3249,0.0,220.0,376.6751,245.5309,25.5309,19400.674087,63.24875984
295,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,348133.572864,288.07156224
295,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,314582.92056,254.1016656
295,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,297557.872752,234.72191435
295,RegionD,615.5008,1012.13,235.2662,0.0,180.0,596.8638,380.2346,200.2346,104102.03047599999,154.90757603999998
295,RegionE,557.45,1012.13,332.5677,0.0,220.0,459.5623,224.8823,4.8823,20438.552633999992,47.98988282
295,RegionF,580.5424,1012.13,334.1191,0.0,220.0,458.0109,246.4233,26.4233,30211.535841000004,62.14795626
296,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,348167.102976,281.94034176
296,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,314614.53648,248.6817936
296,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,297588.67037899996,229.75029741999998
296,RegionD,604.4672,1059.81,235.7422,0.0,180.0,644.0678,368.725,188.725,99115.52250000002,147.0106575
296,RegionE,579.725,1059.81,371.024,0.0,220.0,468.786,208.701,-11.299,14233.47761999999,43.5976389
296,RegionF,579.755,1059.81,324.6628,0.0,220.0,515.1472,255.0922,35.0922,33715.38128199999,62.95675496
297,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,345137.83164,273.80285784
297,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,311776.389132,241.44254289999998
297,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,294801.26800000004,222.95528000000002
297,RegionD,540.2112,1089.78,214.8769,0.0,180.0,694.9031,325.3343,145.3343,80288.68634499998,127.10811100999999
297,RegionE,556.225,1089.78,376.7196,0.0,220.0,493.0604,179.5054,-40.4946,3033.6368180000136,36.72680484
297,RegionF,580.1106,1089.78,315.8533,0.0,220.0,553.9267,264.2573,44.2573,37420.753178,63.89741513999999
298,RegionA,543.942,1100.0,73.4322,0.0,0.0,1026.5678,470.5098,470.5098,342084.15008999995,266.5438017
298,RegionB,531.36,1100.0,87.6744,0.0,0.0,1012.3256,443.6856,443.6856,309137.94180000003,235.15336800000003
298,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,292218.374424,217.08193654000002
298,RegionD,555.9936,1100.0,225.1774,0.0,180.0,694.8226,330.8162,150.8162,82681.30220199999,126.96725755999998
298,RegionE,525.3,1100.0,370.8012,0.0,220.0,509.1988,154.4988,-65.5012,-6561.720463999998,31.0542588
298,RegionF,539.4833,1100.0,285.9261,0.0,220.0,594.0739,253.5572,33.5572,33103.288652,60.245190720000004
299,RegionA,511.92,1089.78,72.2899,0.0,0.0,1017.4901,439.6301,439.6301,319681.423516,245.66529988
299,RegionB,531.36,1089.78,90.9758,0.0,0.0,998.8042,440.3842,440.3842,306886.13361200003,230.18882134000003
299,RegionC,536.544,1089.78,107.9597,0.0,0.0,981.8203,428.5843,428.5843,290005.852438,212.44923751
299,RegionD,460.2752,1089.78,189.2712,0.0,180.0,720.5088,271.004,91.004,56718.41711999999,102.57501400000001
299,RegionE,509.8875,1089.78,369.0906,0.0,220.0,500.6894,140.7969,-79.2031,-11821.965718000007,27.92002527
299,RegionF,491.0455,1089.78,254.1522,0.0,220.0,615.6278,236.8933,16.8933,26378.15533400001,55.50410019
300,RegionA,507.6945,1059.81,74.1136,0.0,0.0,985.6964,433.5809,433.5809,315339.052761,240.2038186
300,RegionB,496.7865,1059.81,87.4249,0.0,0.0,972.3851,409.3616,409.3616,285320.941584,212.13118112
300,RegionC,483.1794,1059.81,99.5257,0.0,0.0,960.2843,383.6537,383.6537,259649.151086,188.52742818000002
300,RegionD,434.4576,1059.81,180.726,0.0,180.0,699.084,253.7316,73.7316,49226.12046,95.22546948
300,RegionE,425.825,1059.81,310.8522,0.0,220.0,528.9578,114.9728,-105.0272,-21735.69071999999,22.60365248
300,RegionF,461.4291,1059.81,234.4237,0.0,220.0,605.3863,227.0054,7.0054,22386.331869999995,52.733354420000005
301,RegionA,471.4065,1012.13,70.2291,0.0,0.0,941.9009,401.1774,401.1774,291828.47608199995,221.61039576
301,RegionB,457.6635,1012.13,81.9116,0.0,0.0,930.2184,375.7519,375.7519,261944.164528,194.18858192
301,RegionC,456.7248,1012.13,95.4453,0.0,0.0,916.6847,361.2795,361.2795,244557.31913999998,177.06308295
301,RegionD,414.976,1012.13,173.8657,0.0,180.0,658.2643,241.1103,61.1103,43753.158731999996,90.22347425999999
301,RegionE,419.3625,1012.13,303.5625,0.0,220.0,488.5675,115.8,-104.2,-21423.263999999996,22.6968
301,RegionF,408.3939,1012.13,205.0319,0.0,220.0,587.0981,203.362,-16.638,12836.285059999995,47.1189754
302,RegionA,433.0706,950.0,64.9606,0.0,0.0,885.0394,368.11,368.11,267833.1549,204.043373
302,RegionB,425.007,950.0,76.5013,0.0,0.0,873.4987,348.5057,348.5057,243006.054496,180.73505601999997
302,RegionC,440.4353,950.0,92.4914,0.0,0.0,857.5086,347.9439,347.9439,235578.89693399996,171.08401563
302,RegionD,402.9427,950.0,169.2359,0.0,180.0,600.7641,233.7068,53.7068,40545.215803999985,87.7569034
302,RegionE,395.5712,950.0,279.2276,0.0,220.0,450.7724,116.3436,-103.6564,-21219.494163999996,22.88478612
302,RegionF,404.9611,950.0,202.4806,0.0,220.0,527.5194,202.4806,-17.5195,12482.908132000011,47.0767395
303,RegionA,411.935,877.65,61.3692,0.0,0.0,816.2808,350.5658,350.5658,255127.766608,196.1415651
303,RegionB,380.3355,877.65,68.0716,0.0,0.0,809.5784,312.2639,312.2639,217785.334416,163.43892526
303,RegionC,424.1747,877.65,88.6431,0.0,0.0,789.0069,335.5316,335.5316,227232.06546800002,166.52433308000002
303,RegionD,353.4592,877.65,148.0915,0.0,180.0,549.5585,205.3677,25.3677,28237.41712800001,77.8343583
303,RegionE,377.07,877.65,255.3817,0.0,220.0,402.2683,121.6883,-98.3117,-19171.523969999995,24.15512755
303,RegionF,367.3272,877.65,184.4146,0.0,220.0,473.2354,182.9126,-37.0874,4574.193306000001,42.91129596
304,RegionA,333.045,800.0,48.6182,0.0,0.0,751.3818,284.4268,284.4268,207048.48906000002,161.44065168
304,RegionB,312.984,800.0,55.0792,0.0,0.0,744.9208,257.9048,257.9048,179919.54657600002,136.94744880000002
304,RegionC,375.8016,800.0,77.4079,0.0,0.0,722.5921,298.3937,298.3937,202131.89238,150.24122795
304,RegionD,311.8413,800.0,129.72,0.0,180.0,490.28,182.1213,2.1213,18137.43517499999,70.02563985
304,RegionE,308.3,800.0,197.312,0.0,220.0,382.688,110.988,-109.012,-23288.010400000006,22.3529832
304,RegionF,361.3531,800.0,183.5813,0.0,220.0,396.4187,177.7718,-42.2282,2495.471356000009,42.3096884
305,RegionA,300.8475,722.35,42.4836,0.0,0.0,679.8664,213.3639,213.3639,225273.872898,123.36700698000001
305,RegionB,306.882,722.35,52.5423,0.0,0.0,669.8077,213.8397,213.8397,216369.423651,115.66589373000001
305,RegionC,291.663,722.35,58.6864,0.0,0.0,663.6636,194.7266,194.7266,191318.8845,99.87527314
305,RegionD,289.8816,722.35,119.2031,0.0,180.0,423.1469,0.0,-180.0,-88531.2,0.0
305,RegionE,310.275,722.35,185.1062,0.0,220.0,317.2438,0.0,-220.0,-95623.0,0.0
305,RegionF,323.1388,722.35,167.2481,0.0,220.0,335.1019,0.0,-220.0,-100654.4,0.0
306,RegionA,337.959,650.0,45.6245,0.0,0.0,604.3755,247.3345,247.3345,261217.385485,146.0262888
306,RegionB,296.8515,650.0,48.9805,0.0,0.0,601.0195,207.371,207.371,209886.41023,114.53100330000001
306,RegionC,303.5448,650.0,59.1912,0.0,0.0,590.8088,206.1036,206.1036,202556.557044,107.93645532000001
306,RegionD,283.648,650.0,114.8774,0.0,180.0,355.1226,0.0,-180.0,-88556.40000000001,0.0
306,RegionE,279.9125,650.0,153.9519,0.0,220.0,276.0481,0.0,-220.0,-95649.4,0.0
306,RegionF,268.6558,650.0,142.3876,0.0,220.0,287.6124,0.0,-220.0,-100685.20000000001,0.0
307,RegionA,321.3945,587.87,41.0628,0.0,0.0,546.8072,235.3317,235.3317,248618.52778200002,142.04621412
307,RegionB,325.458,587.87,51.3457,0.0,0.0,536.5243,233.6123,233.6123,236518.437012,131.89750458
307,RegionC,300.5088,587.87,56.4249,0.0,0.0,531.4451,205.8339,205.8339,202355.30709000002,110.20347006
307,RegionD,276.3264,587.87,109.9129,0.0,180.0,297.9571,0.0,-180.0,-88583.4,0.0
307,RegionE,291.1625,587.87,160.1394,0.0,220.0,207.7306,0.0,-220.0,-95680.20000000001,0.0
307,RegionF,300.9138,587.87,163.8388,0.0,220.0,204.0312,0.0,-220.0,-100716.0,0.0
308,RegionA,311.31,540.19,37.3572,0.0,0.0,502.8328,228.9528,228.9528,241959.608568,141.19519176
308,RegionB,337.5945,540.19,50.6392,0.0,0.0,489.5508,246.4553,246.4553,249604.998734,142.18006257
308,RegionC,322.9752,540.19,58.1355,0.0,0.0,482.0545,226.5897,226.5897,222832.842774,123.96722487000001
308,RegionD,326.0032,540.19,127.1412,0.0,180.0,233.0488,16.862,-163.138,-77971.5487,7.044943599999999
308,RegionE,302.525,540.19,166.3887,0.0,205.5907,168.2106,0.0,-205.5907,-89442.234035,0.0
308,RegionF,278.9682,540.19,156.2222,0.0,211.1823,172.7855,0.0,-211.1823,-96710.934285,0.0
309,RegionA,379.4175,510.22,45.5301,0.0,0.0,464.6899,288.8874,288.8874,305405.981532,181.73906334
309,RegionB,347.6385,510.22,52.1458,0.0,0.0,458.0742,254.9927,254.9927,258340.754151,150.06320395
309,RegionC,386.4,510.22,69.552,0.0,0.0,440.668,278.598,278.598,274073.56848,155.45768400000003
309,RegionD,343.7696,510.22,131.4009,0.0,180.0,198.8191,146.9312,-33.0688,4123.351743999985,62.607384319999994
309,RegionE,370.2375,510.22,203.6306,0.0,168.6242,137.9652,0.0,-168.6242,-73386.938082,0.0
309,RegionF,357.7209,510.22,205.8788,0.0,167.3877,136.9535,0.0,-167.3877,-76681.979247,0.0
310,RegionA,363.9735,500.0,43.6768,54.7588,0.0,401.5644,320.2967,320.2967,210249.15981399998,204.89379899
310,RegionB,367.227,500.0,55.084,49.5,0.0,395.416,312.1429,312.1429,196359.73410300002,186.78631136
310,RegionC,410.757,500.0,73.9363,46.75,0.0,379.3137,336.8207,336.8207,205743.556388,191.14574725
310,RegionD,339.712,500.0,127.392,74.5216,163.9475,134.1389,212.32,48.3725,33103.94305,91.998256
310,RegionE,373.1,500.0,205.205,58.959,129.7098,106.1262,167.895,38.1852,23115.361644000004,38.112165000000005
310,RegionF,373.38,500.0,220.2942,55.9412,123.0706,100.6941,153.0858,30.0152,20819.897374,41.07292014
311,RegionA,452.52,510.22,54.3024,54.7101,0.0,401.2075,398.2176,398.2176,261497.551392,258.0450048
311,RegionB,454.4235,510.22,68.1635,49.5,0.0,392.5565,386.26,386.26,243077.28059999997,234.15081199999997
311,RegionC,459.2088,510.22,82.6576,46.75,0.0,380.8124,376.5512,376.5512,230099.141784,216.44162975999998
311,RegionD,395.0976,510.22,145.7068,72.9026,160.3858,131.2248,249.3908,89.005,48744.06772400002,109.4825612
311,RegionE,421.3125,510.22,231.7219,55.6996,122.5392,100.2593,189.5906,67.0514,32582.288211999992,43.58687894
311,RegionF,423.8244,510.22,255.323,50.9794,112.1547,91.7629,168.5014,56.3467,29557.93931599999,45.781830379999995
312,RegionA,483.003,540.19,57.9604,55.0,0.0,427.2296,443.0426,443.0426,210201.56157,289.48403484
312,RegionB,442.584,540.19,66.3876,49.5,0.0,424.3024,392.3964,392.3964,178414.795152,239.83267968
312,RegionC,484.035,540.19,87.1263,46.75,0.0,406.3137,412.2087,412.2087,181990.14105,238.91616252
312,RegionD,455.232,540.19,165.7132,74.8954,164.7698,134.8116,351.9188,187.149,63300.418482,155.75926088
312,RegionE,465.45,540.19,255.9975,56.8385,125.0447,102.3093,267.0525,142.0078,42448.885721000006,61.902769500000005
312,RegionF,466.2678,540.19,285.338,50.9704,112.1349,91.7467,240.9298,128.7949,40450.462593,66.0147652
313,RegionA,507.8565,587.87,60.9428,55.0,0.0,471.9272,464.9137,464.9137,220671.287705,304.75093035
313,RegionB,487.728,587.87,73.1592,49.5,0.0,465.2108,430.7688,430.7688,195943.804056,264.14742816
313,RegionC,520.7844,587.87,93.7412,46.75,0.0,447.3788,442.3432,442.3432,195378.568008,257.2225708
313,RegionD,466.496,587.87,168.4154,83.8909,180.0,155.5637,360.4806,180.4806,62385.63568200001,160.0533864
313,RegionE,487.9625,587.87,268.3794,63.8981,140.5759,115.0166,277.1831,136.6072,41968.607521,64.47278906000001
313,RegionF,460.1083,587.87,284.3265,60.7087,133.5591,109.2757,235.7818,102.2227,34702.86715399999,64.81641682
314,RegionA,533.8035,650.0,64.0564,0.0,0.0,585.9436,477.2515,477.2515,226622.87477500003,312.26565645
314,RegionB,531.36,650.0,79.704,0.0,0.0,570.296,457.932,457.932,208391.11524,280.3001772
314,RegionC,536.544,650.0,96.5779,0.0,0.0,553.4221,445.8934,445.8934,197031.375592,258.79652936
314,RegionD,505.3696,650.0,181.9331,93.6134,180.0,194.4536,385.8365,205.8365,69603.373035,171.00273679999998
314,RegionE,503.275,650.0,276.8012,74.6398,164.2075,134.3516,284.0738,119.8663,39095.29365600001,65.96193636
314,RegionF,508.508,650.0,315.275,66.945,147.279,120.501,253.233,105.954,36499.7979,69.4871352
315,RegionA,544.32,722.35,65.3184,0.0,0.0,657.0316,479.0016,479.0016,227554.500096,311.25523968000005
315,RegionB,531.36,722.35,79.704,0.0,0.0,642.646,451.656,451.656,205625.42712,274.5616824
315,RegionC,536.544,722.35,96.5779,0.0,0.0,625.7721,439.9661,439.9661,194495.81382699998,253.59646004
315,RegionD,552.0384,722.35,199.2981,104.6104,180.0,238.4415,415.1403,235.1403,77949.60591600001,182.74476006
315,RegionE,552.025,722.35,303.6138,83.7473,184.244,150.745,306.0112,121.7673,40693.589095999996,70.56618272
315,RegionF,549.3512,722.35,339.4746,76.5751,168.4652,137.8351,269.8766,101.4114,36545.5862,73.5413735
316,RegionA,544.32,800.0,65.3184,0.0,0.0,734.6816,479.0016,479.0016,227659.88044799998,307.71062784
316,RegionB,531.36,800.0,79.704,0.0,0.0,720.296,451.656,451.656,205720.27488,271.445256
316,RegionC,536.544,800.0,96.5779,0.0,0.0,703.4221,439.9661,439.9661,194588.20670799998,250.73668038999998
316,RegionD,562.0992,800.0,204.6149,45.2678,180.0,370.1172,419.8843,239.8843,79332.158555,182.73364736
316,RegionE,569.4625,800.0,313.2044,97.3591,214.1901,175.2464,313.8581,99.668,36819.73083799999,71.5596468
316,RegionF,564.7436,800.0,345.6014,90.8797,199.9354,163.5835,279.1422,79.2068,32528.802926000004,75.20090868
317,RegionA,544.32,877.65,65.3184,0.0,0.0,812.3316,479.0016,479.0016,227770.050816,303.06431232
317,RegionB,531.36,877.65,79.704,0.0,0.0,797.946,451.656,451.656,205815.12264000002,267.3351864
317,RegionC,536.544,877.65,96.5779,0.0,0.0,781.0721,439.9661,439.9661,194680.599589,246.90897532
317,RegionD,593.7152,877.65,218.9543,0.0,180.0,478.6957,374.7609,194.7609,66554.600382,160.62252174
317,RegionE,580.475,877.65,319.2613,0.0,220.0,338.3887,265.5266,45.5266,23571.555536,59.61072169999999
317,RegionF,597.7382,877.65,360.0933,0.0,220.0,297.5567,278.3105,58.3105,28190.284784999996,73.83577564999999
318,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,227880.221184,297.55579392
318,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,205919.00352,262.5024672
318,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,194772.99247,242.46531771
318,RegionD,605.9136,950.0,227.2176,0.0,180.0,542.7824,378.696,198.696,67705.30752,159.3552768
318,RegionE,574.1875,950.0,315.8031,0.0,220.0,414.1969,258.3844,38.3844,21790.355152000004,56.94792176000001
318,RegionF,580.1995,950.0,342.3177,0.0,220.0,387.6823,237.8818,17.8818,17519.159740000003,61.9682089
319,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,350758.50163199997,291.7119744
319,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,316954.11456,257.3084232
319,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,299801.69986199995,237.66968722
319,RegionD,554.9952,1012.13,212.1388,0.0,180.0,619.9912,342.8564,162.8564,88539.78941199998,141.42826499999998
319,RegionE,577.025,1012.13,344.2459,0.0,220.0,447.8841,232.7791,12.7791,23645.466568000003,50.30356351
319,RegionF,586.0034,1012.13,337.262,0.0,220.0,454.868,248.7414,28.7414,31382.576348000002,63.528553560000006
320,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,350935.732224,285.82025472
320,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,317116.71072000003,252.11437920000003
320,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,299955.687997,232.87405672999998
320,RegionD,581.5808,1059.81,226.8165,0.0,180.0,652.9935,354.7643,174.7643,93794.91946499998,143.39573006
320,RegionE,525.575,1059.81,336.368,0.0,220.0,503.442,189.207,-30.793,6808.670689999999,40.055121899999996
320,RegionF,553.1739,1059.81,309.7774,0.0,220.0,530.0326,243.3965,23.3965,29221.643429999996,60.8978043
321,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,348024.464856,277.88592456000003
321,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,314381.014896,245.02278449999997
321,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,297267.896,226.26736
321,RegionD,532.928,1089.78,211.9799,0.0,180.0,697.8001,320.9481,140.9481,79040.05921799998,127.25592165
321,RegionE,559.9875,1089.78,379.2679,0.0,220.0,490.5121,180.7196,-39.2804,3527.7916520000144,37.535460920000006
321,RegionF,575.7291,1089.78,313.4677,0.0,220.0,556.3123,262.2614,42.2614,36920.332536,64.3851737
322,RegionA,540.378,1100.0,72.951,0.0,0.0,1027.049,467.427,467.427,342820.31033999997,269.0509812
322,RegionB,531.36,1100.0,87.6744,0.0,0.0,1012.3256,443.6856,443.6856,311848.86081600003,238.9246956
322,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,294775.328392,220.53727974
322,RegionD,506.4576,1100.0,205.1153,0.0,180.0,714.8847,301.3423,121.3423,70493.94082300001,117.49336277000002
322,RegionE,487.775,1100.0,344.3128,0.0,220.0,535.6872,143.4622,-76.5378,-10891.051624000014,29.309327460000002
322,RegionF,476.5167,1100.0,252.5539,0.0,220.0,627.4461,223.9628,3.9628,21335.442859999996,54.06461992
323,RegionA,544.32,1089.78,76.8652,0.0,0.0,1012.9148,467.4548,467.4548,343023.00678799994,265.70130832
323,RegionB,527.1885,1089.78,90.2616,0.0,0.0,999.5184,436.9269,436.9269,307264.473156,232.31403272999998
323,RegionC,496.7448,1089.78,99.9516,0.0,0.0,989.8284,396.7932,396.7932,270950.23662000004,200.06313144
323,RegionD,475.4688,1089.78,195.519,0.0,180.0,714.261,279.9498,99.9498,61156.799849999996,107.780673
323,RegionE,480.0625,1089.78,347.5012,0.0,220.0,522.2788,132.5613,-87.4387,-15120.134122999989,26.737614209999997
323,RegionF,447.9925,1089.78,231.8691,0.0,220.0,637.9109,216.1234,-3.8766,18151.426477999994,51.502206220000005
324,RegionA,499.7025,1059.81,72.947,0.0,0.0,986.863,426.7555,426.7555,313332.42321,240.69010199999997
324,RegionB,502.8615,1059.81,88.494,0.0,0.0,971.316,414.3675,414.3675,291557.26035,218.62029299999998
324,RegionC,478.1286,1059.81,98.4853,0.0,0.0,961.3247,379.6433,379.6433,259383.691859,189.93554299
324,RegionD,463.0528,1059.81,192.6211,0.0,180.0,687.1889,270.4317,90.4317,57017.996133,103.33195256999998
324,RegionE,452.0,1059.81,329.96,0.0,220.0,509.85,122.04,-97.96,-19204.5,24.420204000000002
324,RegionF,445.8208,1059.81,226.4941,0.0,220.0,613.3159,219.3267,-0.6733,19468.160929999984,51.87076455
325,RegionA,442.5975,1012.13,65.9372,0.0,0.0,946.1928,376.6603,376.6603,276705.956189,212.0597489
325,RegionB,448.929,1012.13,80.3483,0.0,0.0,931.7817,368.5807,368.5807,259488.184414,194.09459661999998
325,RegionC,467.0431,1012.13,97.6016,0.0,0.0,914.5284,369.4415,369.4415,252553.90381500003,184.4990851
325,RegionD,439.1859,1012.13,184.0091,0.0,180.0,648.1209,255.1768,75.1768,50356.669231999986,97.32443152
325,RegionE,423.0375,1012.13,306.2227,0.0,220.0,485.9073,116.8148,-103.1852,-21240.965744,23.33959704
325,RegionF,420.5668,1012.13,211.1432,0.0,220.0,580.9868,209.4236,-10.5764,15437.253868000014,49.44491196
326,RegionA,436.3254,950.0,65.4488,0.0,0.0,884.5512,370.8766,370.8766,272609.13606399996,209.65654198000001
326,RegionB,427.6894,950.0,76.9841,0.0,0.0,873.0159,350.7053,350.7053,247043.827426,185.45296264000004
326,RegionC,457.4065,950.0,96.0554,0.0,0.0,853.9446,361.3511,361.3511,247164.1524,181.21757664999996
326,RegionD,408.1894,950.0,171.4395,0.0,180.0,598.5605,236.7499,56.7499,42296.471102,90.65153671
326,RegionE,395.6225,950.0,279.2638,0.0,220.0,450.7362,116.3587,-103.6413,-21429.605921999988,23.34155522
326,RegionF,395.7523,950.0,197.8762,0.0,220.0,532.1238,197.8762,-22.1239,10730.325032000008,46.91644702000001
327,RegionA,365.688,877.65,54.4794,0.0,0.0,823.1706,311.2086,311.2086,228884.589042,177.66898973999997
327,RegionB,408.7233,877.65,73.1524,0.0,0.0,804.4976,335.5709,335.5709,236517.081738,179.22841769000001
327,RegionC,401.4323,877.65,83.8904,0.0,0.0,793.7596,317.5419,317.5419,217322.500941,160.80321816
327,RegionD,361.0624,877.65,151.2771,0.0,180.0,546.3729,209.7853,29.7853,30476.295172,81.12397551
327,RegionE,368.0125,877.65,249.2472,0.0,220.0,408.4028,118.7653,-101.2347,-20507.261152,24.06184978
327,RegionF,345.4692,877.65,173.4409,0.0,220.0,484.2091,172.0283,-47.9717,175.04309700000158,41.18357502
328,RegionA,341.2841,800.0,49.8209,0.0,0.0,750.1791,291.4632,291.4632,214484.854248,168.87377808
328,RegionB,359.613,800.0,63.285,0.0,0.0,736.715,296.328,296.328,208979.39544,160.63940879999998
328,RegionC,349.5512,800.0,72.0008,0.0,0.0,727.9992,277.5504,277.5504,190063.738416,142.6609056
328,RegionD,329.536,800.0,137.0806,0.0,180.0,482.9194,192.4554,12.4554,22878.223746000003,75.5387445
328,RegionE,336.1125,800.0,215.112,0.0,220.0,364.888,121.0005,-98.9995,-19651.415805000004,24.8777028
328,RegionF,321.3735,800.0,163.2701,0.0,220.0,416.7299,158.1034,-61.8966,-5518.38697800001,38.4191262
329,RegionA,334.7595,722.35,47.2725,0.0,0.0,675.0775,242.487,242.487,258896.09529000003,143.1643248
329,RegionB,357.642,722.35,61.233,0.0,0.0,661.117,255.909,255.909,261840.97061999998,141.3385407
329,RegionC,302.9652,722.35,60.9606,0.0,0.0,661.3894,203.7546,203.7546,202436.307738,106.70628402000001
329,RegionD,316.1216,722.35,129.9934,0.0,180.0,412.3566,4.1282,-175.8718,-86892.494552,1.6508671799999997
329,RegionE,288.725,722.35,172.2497,0.0,220.0,330.1003,0.0,-220.0,-96694.4,0.0
329,RegionF,297.3705,722.35,153.9111,0.0,220.0,348.4389,0.0,-220.0,-101785.20000000001,0.0
330,RegionA,300.6585,650.0,40.5889,0.0,0.0,609.4111,215.0696,215.0696,229758.85368,129.6869688
330,RegionB,341.847,650.0,56.4048,0.0,0.0,593.5952,244.9422,244.9422,250769.374938,138.17189502000002
330,RegionC,331.3104,650.0,64.6055,0.0,0.0,585.3945,228.4549,228.4549,227109.30063900002,122.20052601000002
